id,registered,turnout,voted
01425,218,43.57798165137615,95
01227,317,45.42586750788644,144
01228,461,45.5531453362256,210
01229,729,39.78052126200274,290
01230,228,48.68421052631579,111
01231,1439,41.139680333564975,592
01232,1644,44.34306569343065,729
01233,113,59.29203539823009,67
01234,145,54.48275862068965,79
01235,634,43.05993690851735,273
01236,702,40.313390313390315,283
01237,1032,39.825581395348834,411
01238,1843,44.05860010851872,812
01239,494,55.26315789473685,273
01240,475,52.21052631578947,248
01241,981,52.293577981651374,513
01242,90,60.0,54
01243,870,46.32183908045977,403
01244,4802,40.87880049979175,1963
01246,1417,37.120677487649964,526
01247,276,49.63768115942029,137
01248,1604,45.51122194513716,730
01249,6480,40.47839506172839,2623
01250,1221,48.32104832104832,590
01252,561,41.35472370766489,232
01254,1468,41.82561307901908,614
01255,375,42.4,159
01257,299,40.13377926421405,120
01258,879,42.889647326507394,377
01259,432,40.97222222222222,177
01261,484,48.760330578512395,236
01262,4318,37.00787401574803,1598
01263,2667,41.35733033370828,1103
01264,667,49.02548725637181,327
01265,2035,35.331695331695336,719
01266,1776,42.8490990990991,761
01268,206,48.54368932038835,100
01267,708,47.59887005649718,337
01269,1793,37.032905744562186,664
01271,456,54.824561403508774,250
01272,993,43.101711983887206,428
01273,1146,41.273996509598604,473
01275,1831,46.0404150737302,843
01276,1151,43.614248479582976,502
01277,123,50.40650406504065,62
01279,84,66.66666666666666,56
01280,124,62.096774193548384,77
01281,1658,45.05428226779252,747
01282,184,55.97826086956522,103
01283,11448,31.3067784765898,3584
01284,438,42.465753424657535,186
01285,776,53.865979381443296,418
01286,315,53.96825396825397,170
01288,1307,37.10788064269319,485
01289,4421,43.85885546256503,1939
01290,963,48.28660436137071,465
01291,585,45.2991452991453,265
01293,133,60.150375939849624,80
01294,607,44.15156507413509,268
01295,360,46.94444444444444,169
01296,279,44.44444444444444,124
01297,611,48.117839607201304,294
01298,110,46.36363636363636,51
01301,1847,45.26258798050893,836
01302,144,54.861111111111114,79
01303,1117,44.76275738585497,500
01304,1683,39.45335710041593,664
01305,1498,37.18291054739653,557
01306,928,39.6551724137931,368
01307,617,46.353322528363044,286
01308,441,37.868480725623584,167
01309,73,57.534246575342465,42
01310,109,53.21100917431193,58
01311,45,51.11111111111111,23
01312,179,60.893854748603346,109
01313,3748,40.76840981856991,1528
01314,1088,46.32352941176471,504
01316,125,55.2,69
01317,199,52.26130653266332,104
01318,505,44.15841584158416,223
01319,364,46.15384615384615,168
01320,2568,40.070093457943926,1029
01321,566,47.879858657243815,271
01322,3148,44.8856416772554,1413
01323,688,40.55232558139535,279
01325,700,52.85714285714286,370
01328,370,45.94594594594595,170
01329,156,57.692307692307686,90
01330,160,53.75,86
01331,145,49.6551724137931,72
01332,524,43.320610687022906,227
01333,2319,45.924967658473484,1065
01334,388,44.072164948453604,171
01335,238,45.79831932773109,109
01336,863,44.26419466975666,382
01337,897,42.028985507246375,377
01338,599,49.41569282136895,296
01339,1194,50.0,597
01340,119,55.46218487394958,66
01341,134,66.4179104477612,89
01342,394,55.58375634517766,219
01343,1276,37.69592476489028,481
01344,4341,45.01266989173002,1954
01345,1642,40.803897685749085,670
01346,595,47.05882352941176,280
01347,1448,47.72099447513812,691
01348,2031,38.99556868537666,792
01349,387,48.06201550387597,186
01350,1956,43.4560327198364,850
01351,1021,38.00195886385897,388
01352,378,39.682539682539684,150
01353,1035,46.570048309178745,482
01354,4060,35.83743842364532,1455
01355,345,39.710144927536234,137
01356,143,62.93706293706294,90
01357,261,44.06130268199234,115
01358,303,55.44554455445545,168
01359,196,47.95918367346938,94
01360,911,43.3589462129528,395
01361,1113,45.37286612758311,505
01362,544,47.794117647058826,260
01363,1268,47.87066246056783,607
01364,543,38.858195211786374,211
01365,842,37.29216152019003,314
01366,596,51.84563758389261,309
01367,438,49.54337899543379,217
01368,502,44.6215139442231,224
01369,756,42.72486772486773,323
01370,919,38.084874863982584,350
01371,877,40.364880273660205,354
01372,318,40.56603773584906,129
01373,701,42.796005706134096,300
01374,1246,49.75922953451043,620
01375,579,43.69602763385147,253
01376,2422,37.24194880264244,902
01378,1850,45.78378378378378,847
01379,511,45.596868884540115,233
01380,515,40.3883495145631,208
01381,567,40.21164021164021,228
01382,233,42.91845493562232,100
01383,1009,39.742319127849356,401
01384,1321,35.04920514761544,463
01385,771,48.378728923476004,373
01386,847,45.80873671782763,388
01387,133,51.8796992481203,69
01388,739,38.700947225981054,286
01389,1344,39.43452380952381,530
01390,651,46.08294930875576,300
01391,254,46.45669291338583,118
01392,480,42.291666666666664,203
01393,370,44.86486486486487,166
01396,636,38.05031446540881,242
01397,621,42.51207729468599,264
01398,911,40.83424807903403,372
01399,1024,38.96484375,399
01400,134,61.19402985074627,82
01401,921,48.534201954397396,447
01402,470,41.48936170212766,195
01403,870,34.367816091954026,299
01404,130,56.15384615384615,73
01405,752,36.702127659574465,276
01406,125,51.2,64
01407,544,45.588235294117645,248
01408,503,44.53280318091451,224
01409,111,51.35135135135135,57
01410,252,53.96825396825397,136
01411,209,46.411483253588514,97
01412,416,48.07692307692308,200
01413,72,43.05555555555556,31
01414,174,57.47126436781609,100
01415,295,53.22033898305085,157
01416,706,38.95184135977337,275
01417,289,51.21107266435986,148
01418,766,43.60313315926893,334
01419,3194,39.76205385097057,1270
01420,1061,32.79924599434496,348
01421,512,46.875,240
01422,994,41.649899396378274,414
01423,630,43.80952380952381,276
01424,1324,48.48942598187311,642
01426,1588,45.96977329974811,730
01427,4122,40.126152353226594,1654
01428,84,58.333333333333336,49
01429,439,42.8246013667426,188
01430,408,46.81372549019608,191
01431,881,44.04086265607264,388
01432,197,54.314720812182735,107
01433,160,50.0,80
01434,275,50.18181818181818,138
01435,1189,34.23044575273339,407
01436,400,38.75,155
01437,155,40.0,62
01439,67,65.67164179104478,44
01441,468,41.02564102564102,192
01442,324,53.70370370370371,174
01443,3138,39.77055449330784,1248
01444,814,41.76904176904177,340
01445,492,48.3739837398374,238
01446,996,40.963855421686745,408
01447,854,39.34426229508197,336
01448,253,45.059288537549406,114
01449,544,47.05882352941176,256
01450,2545,40.39292730844794,1028
01451,4530,40.507726269315675,1835
01452,656,43.44512195121951,285
01453,222,52.25225225225225,116
01454,579,51.122625215889464,296
01456,69,60.86956521739131,42
01457,1944,37.65432098765432,732
02001,387,39.01808785529715,151
02002,411,53.52798053527981,220
02003,794,44.08060453400503,350
02004,147,63.26530612244898,93
02005,324,45.370370370370374,147
02006,237,51.0548523206751,121
02007,101,58.415841584158414,59
02008,184,42.391304347826086,78
02009,374,49.19786096256685,184
02010,127,58.26771653543307,74
02011,946,41.2262156448203,390
02012,61,59.01639344262295,36
02013,303,47.194719471947195,143
02014,511,47.55381604696673,243
02015,66,63.63636363636363,42
02016,160,50.0,80
02017,215,51.627906976744185,111
02018,1444,40.02770083102493,578
02019,278,40.647482014388494,113
02020,339,41.00294985250738,139
02021,77,48.05194805194805,37
02022,317,50.78864353312302,161
02023,92,58.69565217391305,54
02024,42,80.95238095238095,34
02025,267,51.68539325842697,138
02026,148,61.48648648648649,91
02027,193,53.36787564766839,103
02028,2013,44.16294088425236,889
02029,302,59.27152317880795,179
02030,229,48.90829694323144,112
02031,460,44.78260869565218,206
02032,196,56.63265306122449,111
02033,81,46.913580246913575,38
02034,79,48.10126582278481,38
02035,185,51.35135135135135,95
02036,65,47.69230769230769,31
02037,966,41.92546583850932,405
02039,120,52.5,63
02040,138,50.72463768115942,70
02041,655,42.900763358778626,281
02042,267,47.565543071161045,127
02043,45,55.55555555555556,25
02044,27,59.25925925925925,16
02046,411,48.661800486618006,200
02047,107,55.140186915887845,59
02048,91,75.82417582417582,69
02049,562,48.93238434163701,275
02050,212,53.77358490566038,114
02051,280,49.28571428571429,138
02052,117,42.73504273504273,50
02053,245,51.83673469387755,127
02054,372,41.12903225806452,153
02055,98,45.91836734693878,45
02056,132,42.42424242424242,56
02057,1000,37.8,378
02058,488,45.28688524590164,221
02059,2003,32.85072391412881,658
02060,221,46.15384615384615,102
02061,197,53.299492385786806,105
02062,97,55.670103092783506,54
02063,292,40.75342465753425,119
02064,2554,41.660140955364135,1064
02065,433,49.42263279445728,214
02066,167,58.08383233532935,97
02067,171,53.216374269005854,91
02068,68,57.35294117647059,39
02069,81,60.49382716049383,49
02070,341,44.57478005865102,152
02071,482,44.398340248962654,214
02072,135,51.85185185185185,70
02073,383,42.55874673629243,163
02074,472,42.58474576271186,201
02075,166,55.42168674698795,92
02076,105,56.19047619047619,59
02077,326,42.331288343558285,138
02078,99,49.494949494949495,49
02079,129,51.93798449612403,67
02080,290,52.06896551724138,151
02081,290,49.310344827586206,143
02082,100,55.00000000000001,55
02083,534,41.760299625468164,223
02084,186,63.44086021505376,118
02085,608,41.776315789473685,254
02086,739,48.44384303112314,358
02087,23,69.56521739130434,16
02088,65,56.92307692307692,37
02089,837,42.05495818399044,352
02090,176,50.0,88
02091,68,72.05882352941177,49
02093,853,46.541617819460726,397
02094,320,52.81249999999999,169
02095,3580,36.73184357541899,1315
02096,160,53.125,85
02097,194,51.03092783505154,99
02098,278,48.201438848920866,134
02099,180,43.333333333333336,78
02100,115,53.91304347826087,62
02101,138,56.52173913043478,78
02102,152,54.60526315789473,83
02103,898,41.31403118040089,371
02104,83,54.21686746987952,45
02105,152,41.44736842105263,63
02106,462,48.05194805194805,222
02107,70,50.0,35
02108,113,66.3716814159292,75
02110,1422,39.73277074542897,565
02111,534,42.88389513108614,229
02112,487,45.58521560574948,222
02114,939,48.77529286474974,458
02115,150,51.33333333333333,77
02116,131,39.69465648854962,52
02117,60,60.0,36
02118,87,59.77011494252874,52
02119,244,50.0,122
02120,165,39.39393939393939,65
02121,163,54.601226993865026,89
02122,47,44.680851063829785,21
02123,221,53.84615384615385,119
02124,518,53.28185328185329,276
02125,153,54.248366013071895,83
02126,429,37.995337995338,163
02127,143,58.74125874125874,84
02128,1188,48.23232323232323,573
02129,24,66.66666666666666,16
02130,163,68.09815950920245,111
02131,1467,47.51192910702113,697
02132,145,69.6551724137931,101
02133,291,46.04810996563574,134
02134,714,44.67787114845939,319
02135,838,37.58949880668258,315
02136,123,43.08943089430895,53
02137,81,51.85185185185185,42
02138,176,49.43181818181818,87
02139,346,44.21965317919075,153
02140,328,50.30487804878049,165
02142,202,49.504950495049506,100
02144,101,57.42574257425742,58
02145,418,53.588516746411486,224
02146,71,57.74647887323944,41
02148,198,58.080808080808076,115
02149,50,80.0,40
02150,60,48.333333333333336,29
02151,85,64.70588235294117,55
02152,77,64.93506493506493,50
02153,344,49.7093023255814,171
02154,249,53.01204819277109,132
02155,135,62.96296296296296,85
02156,171,48.53801169590643,83
02157,589,48.04753820033956,283
02158,174,49.42528735632184,86
02159,239,40.58577405857741,97
02160,347,44.95677233429395,156
02163,1662,45.48736462093863,756
02165,1231,41.18602761982129,507
02166,280,42.857142857142854,120
02167,613,42.74061990212072,262
02168,9517,36.94441525690869,3516
02169,81,60.49382716049383,49
02170,108,56.481481481481474,61
02171,81,56.79012345679012,46
02172,184,50.0,92
02173,7844,36.613972463029064,2872
02174,578,41.86851211072664,242
02175,134,53.73134328358209,72
02176,165,57.57575757575758,95
02177,116,45.689655172413794,53
02178,90,54.44444444444444,49
02179,286,53.4965034965035,153
02180,517,47.582205029013544,246
02181,80,56.25,45
02182,123,46.34146341463415,57
02183,164,50.0,82
02184,219,52.96803652968036,116
02185,266,54.13533834586466,144
02186,1027,48.49074975657254,498
02187,835,46.22754491017964,386
02188,135,55.55555555555556,75
02189,261,49.042145593869726,128
02190,442,38.68778280542987,171
02191,335,59.40298507462687,199
02192,250,53.2,133
02193,62,46.774193548387096,29
02194,174,66.0919540229885,115
02195,654,45.25993883792049,296
02196,249,46.98795180722892,117
02197,413,53.510895883777245,221
02198,191,42.40837696335078,81
02199,438,45.662100456621005,200
02200,87,54.02298850574713,47
02201,235,62.97872340425532,148
02203,846,47.635933806146575,403
02204,66,59.09090909090909,39
02205,130,52.307692307692314,68
02206,70,61.42857142857143,43
02207,164,52.4390243902439,86
02208,200,52.0,104
02209,460,43.04347826086957,198
02210,308,41.55844155844156,128
02211,179,46.927374301675975,84
02212,520,42.11538461538461,219
02213,249,49.79919678714859,124
02214,51,54.90196078431373,28
02215,507,43.39250493096647,220
02216,241,48.96265560165975,118
02217,651,44.85407066052227,292
02218,406,39.40886699507389,160
02219,123,43.90243902439025,54
02220,323,50.464396284829725,163
02221,123,44.71544715447154,55
02222,30,50.0,15
02223,226,49.11504424778761,111
02224,286,40.55944055944056,116
02225,64,60.9375,39
02226,1398,43.91988555078684,614
02227,102,55.88235294117647,57
02228,186,50.0,93
02229,56,51.78571428571429,29
02230,146,55.47945205479452,81
02231,565,43.89380530973451,248
02232,185,67.56756756756756,125
02233,102,61.76470588235294,63
02234,83,68.67469879518072,57
02235,97,45.36082474226804,44
02236,235,40.85106382978723,96
02237,943,37.53976670201485,354
02238,1224,43.54575163398693,533
02239,758,39.1820580474934,297
02240,180,53.333333333333336,96
02242,422,48.81516587677725,206
02243,2003,40.63904143784324,814
02244,49,59.183673469387756,29
02245,1138,47.01230228471002,535
02246,447,43.40044742729307,194
02248,120,55.833333333333336,67
02249,89,57.30337078651685,51
02250,56,62.5,35
02251,35,42.857142857142854,15
02252,62,66.12903225806451,41
02253,291,46.391752577319586,135
02254,91,51.64835164835166,47
02255,103,52.42718446601942,54
02256,121,53.71900826446281,65
02257,346,49.71098265895954,172
02258,316,42.405063291139236,134
02259,312,56.41025641025641,176
02260,417,46.28297362110312,193
02261,282,47.87234042553192,135
02262,193,45.07772020725388,87
02263,96,52.083333333333336,50
02264,568,40.66901408450704,231
02265,82,42.68292682926829,35
02266,50,66.0,33
02267,216,43.98148148148148,95
02268,446,42.82511210762332,191
02269,122,59.83606557377049,73
02270,99,52.52525252525253,52
02271,109,64.22018348623854,70
02272,71,57.74647887323944,41
02273,158,50.63291139240506,80
02274,154,49.35064935064935,76
02275,247,38.8663967611336,96
02276,100,51.0,51
02277,242,51.652892561983464,125
02278,50,66.0,33
02279,424,47.16981132075472,200
02280,313,39.29712460063898,123
02282,307,44.951140065146575,138
02283,216,37.96296296296296,82
02284,83,49.39759036144578,41
02286,641,45.08580343213728,289
02287,921,50.271444082519004,463
02288,262,43.51145038167939,114
02289,379,43.007915567282325,163
02290,2000,41.349999999999994,827
02291,279,51.61290322580645,144
02292,936,43.8034188034188,410
02293,411,46.228710462287104,190
02294,184,55.434782608695656,102
02295,682,42.961876832844574,293
02296,928,44.18103448275862,410
02297,85,51.76470588235295,44
02298,1078,34.69387755102041,374
02299,382,41.62303664921466,159
02301,200,53.5,107
02302,256,48.046875,123
02303,523,57.55258126195029,301
02305,2020,42.12871287128713,851
02308,366,43.169398907103826,158
02309,417,42.92565947242206,179
02310,211,49.763033175355446,105
02311,88,59.09090909090909,52
02313,347,53.02593659942363,184
02315,1042,43.7619961612284,456
02316,140,67.85714285714286,95
02317,190,55.78947368421052,106
02318,1067,37.20712277413308,397
02319,352,47.44318181818182,167
02320,230,44.78260869565218,103
02321,675,44.0,297
02322,285,57.89473684210527,165
02323,92,53.2608695652174,49
02324,189,46.56084656084656,88
02325,139,61.15107913669065,85
02326,389,48.329048843187664,188
02327,125,54.400000000000006,68
02328,452,42.69911504424779,193
02329,344,59.30232558139535,204
02330,377,55.172413793103445,208
02331,105,65.71428571428571,69
02332,177,53.10734463276836,94
02333,113,42.47787610619469,48
02334,2108,37.19165085388994,784
02335,171,46.198830409356724,79
02336,743,38.76177658142665,288
02337,153,55.55555555555556,85
02338,200,41.5,83
02339,501,37.72455089820359,189
02340,4211,42.17525528378058,1776
02341,210,46.19047619047619,97
02342,110,47.27272727272727,52
02343,56,64.28571428571429,36
02344,47,44.680851063829785,21
02345,37,48.64864864864865,18
02346,518,46.13899613899614,239
02347,385,51.16883116883116,197
02348,130,57.692307692307686,75
02349,41,65.85365853658537,27
02350,105,59.04761904761905,62
02351,96,58.333333333333336,56
02352,398,42.71356783919598,170
02353,222,54.5045045045045,121
02354,70,47.14285714285714,33
02355,679,51.39911634756995,349
02356,141,36.87943262411347,52
02357,58,62.06896551724138,36
02358,291,37.80068728522337,110
02359,769,50.97529258777633,392
02360,1602,41.19850187265918,660
02361,3328,43.99038461538461,1464
02362,191,51.30890052356021,98
02363,314,41.082802547770704,129
02364,199,45.7286432160804,91
02665,231,47.61904761904761,110
02783,110,47.27272727272727,52
02366,206,41.74757281553398,86
02367,123,55.28455284552846,68
02368,407,55.28255528255528,225
02369,199,48.24120603015075,96
02370,374,53.20855614973262,199
02371,1185,50.29535864978904,596
02372,233,47.63948497854077,111
02373,199,49.74874371859296,99
02375,106,51.886792452830186,55
02376,131,53.43511450381679,70
02377,116,62.93103448275862,73
02380,37,75.67567567567568,28
02381,6743,34.34672994216224,2316
02382,1081,48.56614246068455,525
02383,1086,48.06629834254144,522
02384,53,43.39622641509434,23
02385,143,53.14685314685315,76
02386,174,40.804597701149426,71
02387,858,47.66899766899767,409
02388,156,48.717948717948715,76
02389,493,49.89858012170386,246
02390,177,51.9774011299435,92
02391,156,42.94871794871795,67
02392,274,61.67883211678832,169
02393,110,44.54545454545455,49
02395,128,51.5625,66
02396,38,71.05263157894737,27
02397,928,39.116379310344826,363
02398,231,40.692640692640694,94
02399,340,45.0,153
02038,64,53.125,34
02109,372,43.27956989247312,161
02141,1286,41.368584758942454,532
02143,130,59.23076923076923,77
02147,97,49.48453608247423,48
02161,144,56.25,81
02162,185,47.56756756756757,88
02164,235,55.319148936170215,130
02241,83,63.85542168674698,53
02281,171,59.64912280701754,102
02304,1634,29.1921664626683,477
02306,427,44.26229508196721,189
02307,1572,44.465648854961835,699
02312,832,39.78365384615385,331
02374,565,51.681415929203546,292
02378,135,54.81481481481482,74
02379,185,55.13513513513514,102
02400,113,54.86725663716814,62
02401,152,54.60526315789473,83
02402,45,60.0,27
02403,220,56.36363636363636,124
02404,147,47.61904761904761,70
02405,439,40.091116173120724,176
02406,88,57.95454545454546,51
02407,153,50.98039215686274,78
02408,15425,35.870340356564014,5533
02409,216,52.77777777777778,114
02410,182,52.197802197802204,95
02411,155,46.45161290322581,72
02412,77,59.74025974025974,46
02413,185,62.16216216216216,115
02414,169,55.02958579881657,93
02415,99,41.41414141414141,41
02416,372,46.774193548387096,174
02417,79,60.75949367088608,48
02418,159,55.34591194968554,88
02419,222,57.20720720720721,127
02420,681,49.19236417033774,335
02421,54,59.25925925925925,32
02422,616,37.5,231
02423,307,44.951140065146575,138
02424,93,63.44086021505376,59
02425,135,51.85185185185185,70
02426,419,50.11933174224343,210
02427,98,41.83673469387755,41
02428,54,51.85185185185185,28
02429,80,65.0,52
02430,829,45.83835946924005,380
02431,328,50.91463414634146,167
02432,144,60.416666666666664,87
02433,213,40.845070422535215,87
02434,189,52.38095238095239,99
02435,71,50.70422535211267,36
02438,209,63.1578947368421,132
02439,275,39.63636363636363,109
02440,105,60.952380952380956,64
02441,173,53.179190751445084,92
02442,79,58.22784810126582,46
02443,141,48.93617021276596,69
02444,112,58.03571428571429,65
02445,228,60.96491228070175,139
02446,85,44.70588235294118,38
02454,273,53.11355311355312,145
02545,119,56.30252100840336,67
02546,148,51.35135135135135,76
02547,50,56.00000000000001,28
02548,301,37.54152823920266,113
02558,1776,40.2027027027027,714
02606,65,60.0,39
02705,179,51.39664804469274,92
02731,124,41.12903225806452,51
02743,112,45.535714285714285,51
02759,203,56.15763546798029,114
02760,136,65.44117647058823,89
02782,162,51.23456790123457,83
02802,142,43.66197183098591,62
02803,101,60.396039603960396,61
02447,95,65.26315789473685,62
02448,108,68.51851851851852,74
02449,54,51.85185185185185,28
02450,269,47.95539033457249,129
02451,116,59.48275862068966,69
02452,170,60.0,102
02453,255,42.745098039215684,109
02455,154,41.55844155844156,64
02456,302,39.40397350993378,119
02457,301,40.863787375415285,123
02458,233,51.931330472103,121
02459,143,57.34265734265735,82
02460,154,53.246753246753244,82
02461,268,43.28358208955223,116
02462,182,52.197802197802204,95
02463,53,64.15094339622641,34
02464,232,46.12068965517241,107
02465,308,49.02597402597403,151
02466,101,59.4059405940594,60
02467,45,66.66666666666666,30
02468,1603,48.783530879600754,782
02469,345,50.43478260869565,174
02470,307,49.185667752442995,151
02471,96,58.333333333333336,56
02472,355,40.28169014084507,143
02473,133,36.84210526315789,49
02474,268,42.16417910447761,113
02475,263,43.346007604562736,114
02476,438,35.15981735159817,154
02477,687,50.65502183406113,348
02478,181,52.48618784530387,95
02479,47,63.829787234042556,30
02480,252,35.714285714285715,90
02481,378,58.46560846560847,221
02482,38,63.1578947368421,24
02483,425,57.1764705882353,243
02484,341,39.882697947214076,136
02485,76,55.26315789473685,42
02486,69,52.17391304347826,36
02487,509,44.59724950884086,227
02488,128,49.21875,63
02489,243,56.79012345679012,138
02490,116,58.620689655172406,68
02491,279,51.25448028673835,143
02492,342,44.44444444444444,152
02493,156,51.28205128205128,80
02494,120,57.49999999999999,69
02495,736,38.04347826086957,280
02496,77,37.66233766233766,29
02497,806,46.27791563275434,373
02498,500,44.6,223
02499,41,53.65853658536586,22
02500,619,50.40387722132472,312
02501,67,56.71641791044776,38
02502,1048,33.11068702290076,347
02503,688,42.877906976744185,295
02504,1178,34.974533106960955,412
02505,147,58.50340136054422,86
02506,155,56.774193548387096,88
02507,37,56.75675675675676,21
02508,105,63.8095238095238,67
02509,132,50.0,66
02510,109,55.96330275229357,61
