crumbs,turnout,url,id
"['Österreich', 'Niederösterreich', 'Weinviertel', 'Mistelbach', 'Gaubitsch']",64.1,http://euwahl2014.bmi.gv.at/31611.html,31611
"['Österreich', 'Niederösterreich', 'Weinviertel', 'Mistelbach', 'Gaweinstal']",47.9,http://euwahl2014.bmi.gv.at/31612.html,31612
"['Österreich', 'Oberösterreich', 'Hausruckviertel', 'Grieskirchen', 'Geboltskirchen']",45.5,http://euwahl2014.bmi.gv.at/40807.html,40807
"['Österreich', 'Niederösterreich', 'Waldviertel', 'Krems (Land)', 'Gedersdorf']",57.3,http://euwahl2014.bmi.gv.at/31310.html,31310
"['Österreich', 'Oberösterreich', 'Innviertel', 'Ried im Innkreis', 'Geiersberg']",48.0,http://euwahl2014.bmi.gv.at/41206.html,41206
"['Österreich', 'Oberösterreich', 'Innviertel', 'Ried im Innkreis', 'Geinberg']",38.2,http://euwahl2014.bmi.gv.at/41207.html,41207
"['Österreich', 'Steiermark', 'Weststeiermark', 'Voitsberg', 'Geistthal']",28.8,http://euwahl2014.bmi.gv.at/61604.html,61604
"['Österreich', 'Steiermark', 'Weststeiermark', 'Deutschlandsberg', 'Georgsberg']",40.7,http://euwahl2014.bmi.gv.at/60309.html,60309
"['Österreich', 'Niederösterreich', 'Waldviertel', 'Horn', 'Geras']",61.4,http://euwahl2014.bmi.gv.at/31107.html,31107
"['Österreich', 'Niederösterreich', 'Wien Umgebung', 'Wien-Umgebung', 'Gerasdorf bei Wien']",46.1,http://euwahl2014.bmi.gv.at/32404.html,32404
"['Österreich', 'Niederösterreich', 'Niederösterreich Mitte', 'Sankt Pölten (Land)', 'Gerersdorf']",55.0,http://euwahl2014.bmi.gv.at/31907.html,31907
"['Österreich', 'Burgenland', 'Burgenland Süd', 'Güssing', 'Gerersdorf-Sulz']",57.7,http://euwahl2014.bmi.gv.at/10404.html,10404
"['Österreich', 'Oberösterreich', 'Innviertel', 'Braunau am Inn', 'Geretsberg']",38.2,http://euwahl2014.bmi.gv.at/40409.html,40409
"['Österreich', 'Tirol', 'Innsbruck-Land', 'Schwaz', 'Gerlos']",41.3,http://euwahl2014.bmi.gv.at/70912.html,70912
"['Österreich', 'Tirol', 'Innsbruck-Land', 'Schwaz', 'Gerlosberg']",21.4,http://euwahl2014.bmi.gv.at/70913.html,70913
"['Österreich', 'Steiermark', 'Oststeiermark', 'Weiz', 'Gersdorf an der Feistritz']",49.3,http://euwahl2014.bmi.gv.at/61712.html,61712
"['Österreich', 'Niederösterreich', 'Waldviertel', 'Krems (Land)', 'Gföhl']",48.4,http://euwahl2014.bmi.gv.at/31311.html,31311
"['Österreich', 'Niederösterreich', 'Wien Umgebung', 'Mödling', 'Gießhübl']",51.4,http://euwahl2014.bmi.gv.at/31707.html,31707
"['Österreich', 'Oberösterreich', 'Innviertel', 'Braunau am Inn', 'Gilgenberg am Weilhart']",32.7,http://euwahl2014.bmi.gv.at/40410.html,40410
"['Österreich', 'Kärnten', 'Kärnten West', 'Hermagor', 'Gitschtal']",46.3,http://euwahl2014.bmi.gv.at/20320.html,20320
"['Österreich', 'Kärnten', 'Kärnten West', 'Feldkirchen', 'Glanegg']",33.9,http://euwahl2014.bmi.gv.at/21003.html,21003
"['Österreich', 'Steiermark', 'Weststeiermark', 'Leibnitz', 'Glanz an der Weinstraße']",33.3,http://euwahl2014.bmi.gv.at/61010.html,61010
"['Österreich', 'Steiermark', 'Weststeiermark', 'Leibnitz', 'Gleinstätten']",34.8,http://euwahl2014.bmi.gv.at/61011.html,61011
"['Österreich', 'Steiermark', 'Oststeiermark', 'Weiz', 'Gleisdorf']",36.4,http://euwahl2014.bmi.gv.at/61713.html,61713
"['Österreich', 'Niederösterreich', 'Weinviertel', 'Gänserndorf', 'Glinzendorf']",44.7,http://euwahl2014.bmi.gv.at/30819.html,30819
"['Österreich', 'Kärnten', 'Kärnten Ost', 'Völkermarkt', 'Globasnitz']",35.0,http://euwahl2014.bmi.gv.at/20807.html,20807
"['Österreich', 'Kärnten', 'Kärnten Ost', 'Sankt Veit an der Glan', 'Glödnitz']",36.3,http://euwahl2014.bmi.gv.at/20506.html,20506
"['Österreich', 'Niederösterreich', 'Niederösterreich Süd', 'Neunkirchen', 'Gloggnitz']",44.0,http://euwahl2014.bmi.gv.at/31810.html,31810
"['Österreich', 'Steiermark', 'Oststeiermark', 'Südoststeiermark', 'Glojach']",52.2,http://euwahl2014.bmi.gv.at/62320.html,62320
"['Österreich', 'Niederösterreich', 'Waldviertel', 'Gmünd', 'Gmünd']",44.7,http://euwahl2014.bmi.gv.at/30908.html,30908
"['Österreich', 'Kärnten', 'Kärnten West', 'Spittal an der Drau', 'Gmünd in Kärnten']",33.1,http://euwahl2014.bmi.gv.at/20608.html,20608
"['Österreich', 'Oberösterreich', 'Traunviertel', 'Gmunden', 'Gmunden']",40.4,http://euwahl2014.bmi.gv.at/40705.html,40705
"['Österreich', 'Niederösterreich', 'Weinviertel', 'Mistelbach', 'Gnadendorf']",57.3,http://euwahl2014.bmi.gv.at/31613.html,31613
"['Österreich', 'Tirol', 'Innsbruck-Land', 'Innsbruck-Land', 'Gnadenwald']",42.9,http://euwahl2014.bmi.gv.at/70311.html,70311
"['Österreich', 'Steiermark', 'Oststeiermark', 'Südoststeiermark', 'Gnas']",36.8,http://euwahl2014.bmi.gv.at/62321.html,62321
"['Österreich', 'Kärnten', 'Kärnten West', 'Feldkirchen', 'Gnesau']",36.5,http://euwahl2014.bmi.gv.at/21004.html,21004
"['Österreich', 'Steiermark', 'Oststeiermark', 'Südoststeiermark', 'Gniebing-Weißenbach']",40.9,http://euwahl2014.bmi.gv.at/62322.html,62322
"['Österreich', 'Vorarlberg', 'Vorarlberg Süd', 'Feldkirch', 'Göfis']",37.8,http://euwahl2014.bmi.gv.at/80407.html,80407
"['Österreich', 'Tirol', 'Unterland', 'Kitzbühel', 'Going am Wilden Kaiser']",27.5,http://euwahl2014.bmi.gv.at/70404.html,70404
"['Österreich', 'Salzburg', 'Lungau/Pinzgau/Pongau', 'Sankt Johann im Pongau', 'Goldegg']",41.3,http://euwahl2014.bmi.gv.at/50410.html,50410
"['Österreich', 'Oberösterreich', 'Mühlviertel', 'Urfahr-Umgebung', 'Goldwörth']",49.9,http://euwahl2014.bmi.gv.at/41608.html,41608
"['Österreich', 'Niederösterreich', 'Weinviertel', 'Hollabrunn', 'Göllersdorf']",52.4,http://euwahl2014.bmi.gv.at/31008.html,31008
"['Österreich', 'Niederösterreich', 'Mostviertel', 'Melk', 'Golling an der Erlauf']",52.7,http://euwahl2014.bmi.gv.at/31509.html,31509
"['Österreich', 'Salzburg', 'Flachgau/Tennengau', 'Hallein', 'Golling an der Salzach']",33.3,http://euwahl2014.bmi.gv.at/50204.html,50204
"['Österreich', 'Burgenland', 'Burgenland Nord', 'Neusiedl am See', 'Gols']",46.8,http://euwahl2014.bmi.gv.at/10707.html,10707
"['Österreich', 'Salzburg', 'Flachgau/Tennengau', 'Salzburg-Umgebung', 'Göming']",53.5,http://euwahl2014.bmi.gv.at/50313.html,50313
"['Österreich', 'Niederösterreich', 'Waldviertel', 'Zwettl', 'Göpfritz an der Wild']",57.0,http://euwahl2014.bmi.gv.at/32505.html,32505
"['Österreich', 'Salzburg', 'Lungau/Pinzgau/Pongau', 'Tamsweg', 'Göriach']",42.5,http://euwahl2014.bmi.gv.at/50501.html,50501
"['Österreich', 'Oberösterreich', 'Traunviertel', 'Gmunden', 'Gosau']",40.6,http://euwahl2014.bmi.gv.at/40706.html,40706
"['Österreich', 'Steiermark', 'Oststeiermark', 'Südoststeiermark', 'Gosdorf']",41.0,http://euwahl2014.bmi.gv.at/62323.html,62323
"['Österreich', 'Steiermark', 'Obersteiermark', 'Liezen', 'Gössenberg']",30.6,http://euwahl2014.bmi.gv.at/61212.html,61212
"['Österreich', 'Steiermark', 'Graz und Umgebung', 'Graz-Umgebung', 'Gössendorf']",32.3,http://euwahl2014.bmi.gv.at/60611.html,60611
"['Österreich', 'Steiermark', 'Oststeiermark', 'Südoststeiermark', 'Gossendorf']",37.1,http://euwahl2014.bmi.gv.at/62324.html,62324
"['Österreich', 'Steiermark', 'Weststeiermark', 'Voitsberg', 'Gößnitz']",32.1,http://euwahl2014.bmi.gv.at/61605.html,61605
"['Österreich', 'Niederösterreich', 'Mostviertel', 'Scheibbs', 'Göstling an der Ybbs']",48.9,http://euwahl2014.bmi.gv.at/32002.html,32002
"['Österreich', 'Niederösterreich', 'Niederösterreich Süd - Ost', 'Bruck an der Leitha', 'Göttlesbrunn-Arbesthal']",55.3,http://euwahl2014.bmi.gv.at/30708.html,30708
"['Österreich', 'Niederösterreich', 'Niederösterreich Süd - Ost', 'Bruck an der Leitha', 'Götzendorf an der Leitha']",54.1,http://euwahl2014.bmi.gv.at/30709.html,30709
"['Österreich', 'Tirol', 'Innsbruck-Land', 'Innsbruck-Land', 'Götzens']",33.1,http://euwahl2014.bmi.gv.at/70312.html,70312
"['Österreich', 'Vorarlberg', 'Vorarlberg Süd', 'Feldkirch', 'Götzis']",34.0,http://euwahl2014.bmi.gv.at/80408.html,80408
"['Österreich', 'Niederösterreich', 'Weinviertel', 'Hollabrunn', 'Grabern']",56.6,http://euwahl2014.bmi.gv.at/31009.html,31009
"['Österreich', 'Steiermark', 'Oststeiermark', 'Südoststeiermark', 'Grabersdorf']",35.4,http://euwahl2014.bmi.gv.at/62325.html,62325
"['Österreich', 'Steiermark', 'Weststeiermark', 'Voitsberg', 'Graden']",31.6,http://euwahl2014.bmi.gv.at/61606.html,61606
"['Österreich', 'Niederösterreich', 'Niederösterreich Süd', 'Neunkirchen', 'Grafenbach-St. Valentin']",53.7,http://euwahl2014.bmi.gv.at/31811.html,31811
"['Österreich', 'Steiermark', 'Oststeiermark', 'Hartberg-Fürstenfeld', 'Grafendorf bei Hartberg']",39.7,http://euwahl2014.bmi.gv.at/62213.html,62213
"['Österreich', 'Niederösterreich', 'Waldviertel', 'Krems (Land)', 'Grafenegg']",55.5,http://euwahl2014.bmi.gv.at/31308.html,31308
"['Österreich', 'Burgenland', 'Burgenland Süd', 'Oberwart', 'Grafenschachen']",51.1,http://euwahl2014.bmi.gv.at/10904.html,10904
"['Österreich', 'Niederösterreich', 'Waldviertel', 'Zwettl', 'Grafenschlag']",53.6,http://euwahl2014.bmi.gv.at/32506.html,32506
"['Österreich', 'Kärnten', 'Klagenfurt', 'Klagenfurt Land', 'Grafenstein']",29.6,http://euwahl2014.bmi.gv.at/20409.html,20409
"['Österreich', 'Niederösterreich', 'Niederösterreich Mitte', 'Tulln', 'Grafenwörth']",51.4,http://euwahl2014.bmi.gv.at/32107.html,32107
"['Österreich', 'Steiermark', 'Weststeiermark', 'Leibnitz', 'Gralla']",36.0,http://euwahl2014.bmi.gv.at/61012.html,61012
"['Österreich', 'Tirol', 'Oberland', 'Reutte', 'Gramais']",56.8,http://euwahl2014.bmi.gv.at/70812.html,70812
"['Österreich', 'Oberösterreich', 'Mühlviertel', 'Urfahr-Umgebung', 'Gramastetten']",47.0,http://euwahl2014.bmi.gv.at/41609.html,41609
"['Österreich', 'Niederösterreich', 'Wien Umgebung', 'Wien-Umgebung', 'Gramatneusiedl']",43.5,http://euwahl2014.bmi.gv.at/32405.html,32405
"['Österreich', 'Steiermark', 'Graz und Umgebung', 'Graz-Umgebung', 'Grambach']",40.1,http://euwahl2014.bmi.gv.at/60612.html,60612
"['Österreich', 'Tirol', 'Oberland', 'Reutte', 'Grän']",28.9,http://euwahl2014.bmi.gv.at/70811.html,70811
"['Österreich', 'Steiermark', 'Graz und Umgebung', 'Graz-Umgebung', 'Gratkorn']",34.7,http://euwahl2014.bmi.gv.at/60613.html,60613
"['Österreich', 'Steiermark', 'Graz und Umgebung', 'Graz-Umgebung', 'Gratwein']",34.7,http://euwahl2014.bmi.gv.at/60614.html,60614
"['Österreich', 'Steiermark', 'Graz und Umgebung', 'Graz (Stadt)', 'Graz']",37.2,http://euwahl2014.bmi.gv.at/60101.html,60101
"['Österreich', 'Kärnten', 'Kärnten West', 'Spittal an der Drau', 'Greifenburg']",38.6,http://euwahl2014.bmi.gv.at/20609.html,20609
"['Österreich', 'Oberösterreich', 'Mühlviertel', 'Perg', 'Grein']",42.6,http://euwahl2014.bmi.gv.at/41105.html,41105
"['Österreich', 'Steiermark', 'Oststeiermark', 'Hartberg-Fürstenfeld', 'Greinbach']",41.7,http://euwahl2014.bmi.gv.at/62214.html,62214
"['Österreich', 'Steiermark', 'Weststeiermark', 'Deutschlandsberg', 'Greisdorf']",34.9,http://euwahl2014.bmi.gv.at/60310.html,60310
"['Österreich', 'Steiermark', 'Weststeiermark', 'Deutschlandsberg', 'Gressenberg']",44.4,http://euwahl2014.bmi.gv.at/60311.html,60311
"['Österreich', 'Niederösterreich', 'Mostviertel', 'Scheibbs', 'Gresten']",44.1,http://euwahl2014.bmi.gv.at/32003.html,32003
"['Österreich', 'Niederösterreich', 'Mostviertel', 'Scheibbs', 'Gresten-Land']",55.0,http://euwahl2014.bmi.gv.at/32004.html,32004
"['Österreich', 'Tirol', 'Innsbruck-Land', 'Innsbruck-Land', 'Gries am Brenner']",37.0,http://euwahl2014.bmi.gv.at/70313.html,70313
"['Österreich', 'Tirol', 'Innsbruck-Land', 'Innsbruck-Land', 'Gries im Sellrain']",31.9,http://euwahl2014.bmi.gv.at/70314.html,70314
"['Österreich', 'Oberösterreich', 'Hausruckviertel', 'Grieskirchen', 'Grieskirchen']",43.8,http://euwahl2014.bmi.gv.at/40808.html,40808
"['Österreich', 'Kärnten', 'Kärnten Ost', 'Völkermarkt', 'Griffen']",34.5,http://euwahl2014.bmi.gv.at/20808.html,20808
"['Österreich', 'Niederösterreich', 'Niederösterreich Süd', 'Neunkirchen', 'Grimmenstein']",54.9,http://euwahl2014.bmi.gv.at/31812.html,31812
"['Österreich', 'Tirol', 'Oberland', 'Landeck', 'Grins']",27.2,http://euwahl2014.bmi.gv.at/70607.html,70607
"['Österreich', 'Tirol', 'Innsbruck-Land', 'Innsbruck-Land', 'Grinzens']",29.1,http://euwahl2014.bmi.gv.at/70315.html,70315
"['Österreich', 'Steiermark', 'Obersteiermark', 'Liezen', 'Gröbming']",33.3,http://euwahl2014.bmi.gv.at/61213.html,61213
"['Österreich', 'Salzburg', 'Flachgau/Tennengau', 'Salzburg-Umgebung', 'Grödig']",34.5,http://euwahl2014.bmi.gv.at/50314.html,50314
"['Österreich', 'Niederösterreich', 'Waldviertel', 'Zwettl', 'Groß Gerungs']",50.5,http://euwahl2014.bmi.gv.at/32508.html,32508
"['Österreich', 'Steiermark', 'Weststeiermark', 'Deutschlandsberg', 'Groß Sankt Florian']",35.9,http://euwahl2014.bmi.gv.at/60312.html,60312
"['Österreich', 'Niederösterreich', 'Weinviertel', 'Gänserndorf', 'Groß-Enzersdorf']",45.4,http://euwahl2014.bmi.gv.at/30821.html,30821
"['Österreich', 'Niederösterreich', 'Weinviertel', 'Gänserndorf', 'Groß-Schweinbarth']",57.6,http://euwahl2014.bmi.gv.at/30824.html,30824
"['Österreich', 'Niederösterreich', 'Waldviertel', 'Waidhofen an der Thaya', 'Groß-Siegharts']",42.7,http://euwahl2014.bmi.gv.at/32207.html,32207
"['Österreich', 'Salzburg', 'Lungau/Pinzgau/Pongau', 'Sankt Johann im Pongau', 'Großarl']",39.8,http://euwahl2014.bmi.gv.at/50411.html,50411
"['Österreich', 'Niederösterreich', 'Waldviertel', 'Gmünd', 'Großdietmanns']",49.9,http://euwahl2014.bmi.gv.at/30909.html,30909
"['Österreich', 'Niederösterreich', 'Weinviertel', 'Mistelbach', 'Großebersdorf']",53.0,http://euwahl2014.bmi.gv.at/31614.html,31614
"['Österreich', 'Niederösterreich', 'Weinviertel', 'Mistelbach', 'Großengersdorf']",53.3,http://euwahl2014.bmi.gv.at/31615.html,31615
"['Österreich', 'Salzburg', 'Flachgau/Tennengau', 'Salzburg-Umgebung', 'Großgmain']",37.3,http://euwahl2014.bmi.gv.at/50315.html,50315
"['Österreich', 'Niederösterreich', 'Waldviertel', 'Zwettl', 'Großgöttfritz']",63.7,http://euwahl2014.bmi.gv.at/32509.html,32509
"['Österreich', 'Niederösterreich', 'Weinviertel', 'Mistelbach', 'Großharras']",55.0,http://euwahl2014.bmi.gv.at/31616.html,31616
"['Österreich', 'Steiermark', 'Oststeiermark', 'Hartberg-Fürstenfeld', 'Großhart']",35.4,http://euwahl2014.bmi.gv.at/62215.html,62215
"['Österreich', 'Niederösterreich', 'Weinviertel', 'Gänserndorf', 'Großhofen']",72.4,http://euwahl2014.bmi.gv.at/30822.html,30822
"['Österreich', 'Burgenland', 'Burgenland Nord', 'Eisenstadt-Umgebung', 'Großhöflein']",45.5,http://euwahl2014.bmi.gv.at/10303.html,10303
"['Österreich', 'Kärnten', 'Kärnten West', 'Spittal an der Drau', 'Großkirchheim']",41.9,http://euwahl2014.bmi.gv.at/20605.html,20605
"['Österreich', 'Steiermark', 'Weststeiermark', 'Leibnitz', 'Großklein']",39.5,http://euwahl2014.bmi.gv.at/61013.html,61013
"['Österreich', 'Niederösterreich', 'Weinviertel', 'Mistelbach', 'Großkrut']",56.9,http://euwahl2014.bmi.gv.at/31617.html,31617
"['Österreich', 'Steiermark', 'Obersteiermark', 'Murtal', 'Großlobming']",41.1,http://euwahl2014.bmi.gv.at/62009.html,62009
"['Österreich', 'Niederösterreich', 'Weinviertel', 'Korneuburg', 'Großmugl']",51.9,http://euwahl2014.bmi.gv.at/31204.html,31204
"['Österreich', 'Burgenland', 'Burgenland Süd', 'Güssing', 'Großmürbisch']",48.5,http://euwahl2014.bmi.gv.at/10420.html,10420
"['Österreich', 'Burgenland', 'Burgenland Süd', 'Oberwart', 'Großpetersdorf']",41.6,http://euwahl2014.bmi.gv.at/10905.html,10905
"['Österreich', 'Steiermark', 'Weststeiermark', 'Deutschlandsberg', 'Großradl']",32.5,http://euwahl2014.bmi.gv.at/60313.html,60313
"['Österreich', 'Oberösterreich', 'Traunviertel', 'Steyr-Land', 'Großraming']",50.0,http://euwahl2014.bmi.gv.at/41507.html,41507
"['Österreich', 'Niederösterreich', 'Niederösterreich Mitte', 'Tulln', 'Großriedenthal']",61.0,http://euwahl2014.bmi.gv.at/32109.html,32109
"['Österreich', 'Niederösterreich', 'Weinviertel', 'Korneuburg', 'Großrußbach']",52.9,http://euwahl2014.bmi.gv.at/31205.html,31205
"['Österreich', 'Niederösterreich', 'Waldviertel', 'Gmünd', 'Großschönau']",55.6,http://euwahl2014.bmi.gv.at/30912.html,30912
"['Österreich', 'Steiermark', 'Obersteiermark', 'Liezen', 'Großsölk']",38.6,http://euwahl2014.bmi.gv.at/61214.html,61214
"['Österreich', 'Steiermark', 'Oststeiermark', 'Hartberg-Fürstenfeld', 'Großsteinbach']",48.0,http://euwahl2014.bmi.gv.at/62216.html,62216
"['Österreich', 'Steiermark', 'Graz und Umgebung', 'Graz-Umgebung', 'Großstübing']",34.9,http://euwahl2014.bmi.gv.at/60615.html,60615
"['Österreich', 'Burgenland', 'Burgenland Süd', 'Oberpullendorf', 'Großwarasdorf']",52.5,http://euwahl2014.bmi.gv.at/10804.html,10804
"['Österreich', 'Niederösterreich', 'Niederösterreich Mitte', 'Tulln', 'Großweikersdorf']",51.8,http://euwahl2014.bmi.gv.at/32110.html,32110
"['Österreich', 'Steiermark', 'Oststeiermark', 'Hartberg-Fürstenfeld', 'Großwilfersdorf']",34.3,http://euwahl2014.bmi.gv.at/62217.html,62217
"['Österreich', 'Oberösterreich', 'Traunviertel', 'Gmunden', 'Grünau im Almtal']",44.4,http://euwahl2014.bmi.gv.at/40707.html,40707
"['Österreich', 'Oberösterreich', 'Mühlviertel', 'Freistadt', 'Grünbach']",45.5,http://euwahl2014.bmi.gv.at/40602.html,40602
"['Österreich', 'Niederösterreich', 'Niederösterreich Süd', 'Neunkirchen', 'Grünbach am Schneeberg']",45.3,http://euwahl2014.bmi.gv.at/31813.html,31813
"['Österreich', 'Oberösterreich', 'Traunviertel', 'Kirchdorf an der Krems', 'Grünburg']",38.8,http://euwahl2014.bmi.gv.at/40902.html,40902
"['Österreich', 'Steiermark', 'Obersteiermark', 'Liezen', 'Grundlsee']",31.7,http://euwahl2014.bmi.gv.at/61215.html,61215
"['Österreich', 'Steiermark', 'Oststeiermark', 'Weiz', 'Gschaid bei Birkfeld']",41.8,http://euwahl2014.bmi.gv.at/61714.html,61714
"['Österreich', 'Steiermark', 'Graz und Umgebung', 'Graz-Umgebung', 'Gschnaidt']",32.1,http://euwahl2014.bmi.gv.at/60616.html,60616
"['Österreich', 'Tirol', 'Innsbruck-Land', 'Innsbruck-Land', 'Gschnitz']",29.5,http://euwahl2014.bmi.gv.at/70317.html,70317
"['Österreich', 'Oberösterreich', 'Traunviertel', 'Gmunden', 'Gschwandt']",40.3,http://euwahl2014.bmi.gv.at/40708.html,40708
"['Österreich', 'Niederösterreich', 'Wien Umgebung', 'Mödling', 'Gumpoldskirchen']",50.5,http://euwahl2014.bmi.gv.at/31709.html,31709
"['Österreich', 'Steiermark', 'Weststeiermark', 'Deutschlandsberg', 'Gundersdorf']",40.9,http://euwahl2014.bmi.gv.at/60314.html,60314
"['Österreich', 'Niederösterreich', 'Niederösterreich Süd - Ost', 'Baden', 'Günselsdorf']",49.8,http://euwahl2014.bmi.gv.at/30612.html,30612
"['Österreich', 'Oberösterreich', 'Hausruckviertel', 'Wels-Land', 'Gunskirchen']",44.2,http://euwahl2014.bmi.gv.at/41808.html,41808
"['Österreich', 'Niederösterreich', 'Weinviertel', 'Hollabrunn', 'Guntersdorf']",56.4,http://euwahl2014.bmi.gv.at/31014.html,31014
"['Österreich', 'Niederösterreich', 'Wien Umgebung', 'Mödling', 'Guntramsdorf']",50.3,http://euwahl2014.bmi.gv.at/31710.html,31710
"['Österreich', 'Kärnten', 'Kärnten Ost', 'Sankt Veit an der Glan', 'Gurk']",41.8,http://euwahl2014.bmi.gv.at/20508.html,20508
"['Österreich', 'Oberösterreich', 'Innviertel', 'Ried im Innkreis', 'Gurten']",40.5,http://euwahl2014.bmi.gv.at/41208.html,41208
"['Österreich', 'Burgenland', 'Burgenland Süd', 'Güssing', 'Güssing']",46.8,http://euwahl2014.bmi.gv.at/10405.html,10405
"['Österreich', 'Steiermark', 'Obersteiermark', 'Bruck-Mürzzuschlag', 'Gußwerk']",46.6,http://euwahl2014.bmi.gv.at/62110.html,62110
"['Österreich', 'Oberösterreich', 'Mühlviertel', 'Freistadt', 'Gutau']",41.4,http://euwahl2014.bmi.gv.at/40603.html,40603
"['Österreich', 'Steiermark', 'Oststeiermark', 'Weiz', 'Gutenberg an der Raabklamm']",34.8,http://euwahl2014.bmi.gv.at/61715.html,61715
"['Österreich', 'Niederösterreich', 'Waldviertel', 'Zwettl', 'Gutenbrunn']",55.5,http://euwahl2014.bmi.gv.at/32511.html,32511
"['Österreich', 'Niederösterreich', 'Niederösterreich Süd', 'Wiener Neustadt (Land)', 'Gutenstein']",46.9,http://euwahl2014.bmi.gv.at/32308.html,32308
"['Österreich', 'Kärnten', 'Kärnten Ost', 'Sankt Veit an der Glan', 'Guttaring']",36.7,http://euwahl2014.bmi.gv.at/20509.html,20509
"['Österreich', 'Burgenland', 'Burgenland Süd', 'Güssing', 'Güttenbach']",56.8,http://euwahl2014.bmi.gv.at/10406.html,10406
"['Österreich', 'Niederösterreich', 'Mostviertel', 'Amstetten', 'Haag']",49.2,http://euwahl2014.bmi.gv.at/30514.html,30514
"['Österreich', 'Oberösterreich', 'Hausruckviertel', 'Grieskirchen', 'Haag am Hausruck']",42.9,http://euwahl2014.bmi.gv.at/40809.html,40809
"['Österreich', 'Burgenland', 'Burgenland Süd', 'Güssing', 'Hackerberg']",59.8,http://euwahl2014.bmi.gv.at/10418.html,10418
"['Österreich', 'Niederösterreich', 'Waldviertel', 'Krems (Land)', 'Hadersdorf-Kammern']",50.3,http://euwahl2014.bmi.gv.at/31315.html,31315
"['Österreich', 'Niederösterreich', 'Weinviertel', 'Hollabrunn', 'Hadres']",56.3,http://euwahl2014.bmi.gv.at/31015.html,31015
"['Österreich', 'Niederösterreich', 'Niederösterreich Mitte', 'Sankt Pölten (Land)', 'Hafnerbach']",59.0,http://euwahl2014.bmi.gv.at/31910.html,31910
"['Österreich', 'Oberösterreich', 'Mühlviertel', 'Freistadt', 'Hagenberg im Mühlkreis']",44.9,http://euwahl2014.bmi.gv.at/40604.html,40604
"['Österreich', 'Niederösterreich', 'Weinviertel', 'Korneuburg', 'Hagenbrunn']",49.0,http://euwahl2014.bmi.gv.at/31206.html,31206
"['Österreich', 'Oberösterreich', 'Mühlviertel', 'Urfahr-Umgebung', 'Haibach im Mühlkreis']",53.0,http://euwahl2014.bmi.gv.at/41610.html,41610
"['Österreich', 'Oberösterreich', 'Hausruckviertel', 'Eferding', 'Haibach ob der Donau']",42.6,http://euwahl2014.bmi.gv.at/40505.html,40505
"['Österreich', 'Niederösterreich', 'Mostviertel', 'Amstetten', 'Haidershofen']",57.0,http://euwahl2014.bmi.gv.at/30515.html,30515
"['Österreich', 'Oberösterreich', 'Innviertel', 'Braunau am Inn', 'Haigermoos']",46.7,http://euwahl2014.bmi.gv.at/40411.html,40411
"['Österreich', 'Tirol', 'Oberland', 'Imst', 'Haiming']",27.7,http://euwahl2014.bmi.gv.at/70202.html,70202
"['Österreich', 'Niederösterreich', 'Niederösterreich Süd - Ost', 'Bruck an der Leitha', 'Hainburg a.d. Donau']",42.2,http://euwahl2014.bmi.gv.at/30710.html,30710
"['Österreich', 'Steiermark', 'Oststeiermark', 'Hartberg-Fürstenfeld', 'Hainersdorf']",44.1,http://euwahl2014.bmi.gv.at/62218.html,62218
"['Österreich', 'Niederösterreich', 'Niederösterreich Mitte', 'Lilienfeld', 'Hainfeld']",49.5,http://euwahl2014.bmi.gv.at/31403.html,31403
"['Österreich', 'Steiermark', 'Weststeiermark', 'Leibnitz', 'Hainsdorf im Schwarzautal']",46.6,http://euwahl2014.bmi.gv.at/61014.html,61014
"['Österreich', 'Tirol', 'Innsbruck-Land', 'Schwaz', 'Hainzenberg']",21.4,http://euwahl2014.bmi.gv.at/70914.html,70914
"['Österreich', 'Steiermark', 'Oststeiermark', 'Südoststeiermark', 'Halbenrain']",33.8,http://euwahl2014.bmi.gv.at/62326.html,62326
"['Österreich', 'Burgenland', 'Burgenland Nord', 'Neusiedl am See', 'Halbturn']",53.1,http://euwahl2014.bmi.gv.at/10708.html,10708
"['Österreich', 'Steiermark', 'Obersteiermark', 'Liezen', 'Hall']",33.8,http://euwahl2014.bmi.gv.at/61216.html,61216
"['Österreich', 'Tirol', 'Innsbruck-Land', 'Innsbruck-Land', 'Hall in Tirol']",35.8,http://euwahl2014.bmi.gv.at/70354.html,70354
"['Österreich', 'Salzburg', 'Flachgau/Tennengau', 'Hallein', 'Hallein']",34.4,http://euwahl2014.bmi.gv.at/50205.html,50205
"['Österreich', 'Oberösterreich', 'Traunviertel', 'Gmunden', 'Hallstatt']",52.8,http://euwahl2014.bmi.gv.at/40709.html,40709
"['Österreich', 'Steiermark', 'Obersteiermark', 'Bruck-Mürzzuschlag', 'Halltal']",42.0,http://euwahl2014.bmi.gv.at/62111.html,62111
"['Österreich', 'Salzburg', 'Flachgau/Tennengau', 'Salzburg-Umgebung', 'Hallwang']",34.8,http://euwahl2014.bmi.gv.at/50316.html,50316
"['Österreich', 'Oberösterreich', 'Innviertel', 'Braunau am Inn', 'Handenberg']",39.1,http://euwahl2014.bmi.gv.at/40412.html,40412
"['Österreich', 'Burgenland', 'Burgenland Süd', 'Oberwart', 'Hannersdorf']",52.2,http://euwahl2014.bmi.gv.at/10906.html,10906
