eligible,turnout,voters
1058,38.37,406
1060,40.66,431
6572,37.04,2434
1596,39.54,631
2925,34.97,1023
2280,39.47,900
685,38.69,265
3304,39.83,1316
6706,35.25,2364
7505,29.45,2210
15587,38.83,6052
3456,38.98,1347
2743,39.01,1070
3033,30.1,913
9910,31.08,3080
3444,32.9,1133
2153,31.44,677
408,56.37,230
1076,32.34,348
10255,31.69,3250
1440,38.61,556
3596,37.15,1336
2647,34.76,920
5298,28.03,1485
8779,26.67,2341
731,42.54,311
1326,35.44,470
246,64.63,159
2550,36.55,932
4484,36.17,1622
478,55.23,264
2475,53.33,1320
8638,38.86,3357
3668,23.75,871
1523,30.4,463
2085,38.32,799
4071,33.82,1377
527,40.42,213
247,52.63,130
1474,42.2,622
3576,33.05,1182
1131,40.85,462
1648,47.63,785
6459,38.8,2506
247,56.68,140
1130,46.11,521
1982,33.4,662
1074,36.13,388
824,44.17,364
2511,42.09,1057
22007,36.28,7984
1777,39.5,702
7280,34.33,2499
1498,37.78,566
1831,47.84,876
856,39.25,336
1635,39.82,651
506,43.08,218
1509,46.79,706
551,42.47,234
3965,31.93,1266
2708,30.1,815
3074,35.98,1106
3936,32.6,1283
1022,44.52,455
724,43.37,314
1620,40.19,651
1018,33.99,346
3657,42.25,1545
528,31.06,164
2873,38.6,1109
8654,32.54,2816
10738,32.98,3541
366,35.52,130
6068,27.7,1681
1575,36.0,567
724,31.77,230
2007,39.36,790
2384,34.82,830
2551,36.61,934
1253,39.11,490
1149,28.81,331
877,36.6,321
905,48.62,440
3158,31.51,995
1583,37.78,598
1826,34.99,639
318,61.64,196
871,35.25,307
10729,32.07,3441
2065,41.21,851
3161,35.53,1123
2421,37.26,902
3259,35.59,1160
3143,30.67,964
1966,31.54,620
1656,29.35,486
1547,37.36,578
755,45.03,340
1651,33.68,556
494,45.14,223
837,35.6,298
25416,34.24,8703
427,40.98,175
6272,31.06,1948
1525,26.69,407
10689,33.64,3596
1151,38.75,446
732,40.57,297
987,34.55,341
6496,39.49,2565
1229,26.77,329
741,37.65,279
1433,25.75,369
829,37.27,309
1813,32.21,584
13699,32.24,4416
1189,35.41,421
1356,34.66,470
1282,39.0,500
889,40.83,363
1039,34.84,362
2168,34.87,756
310,52.26,162
2444,32.2,787
1506,35.59,536
323,52.32,169
696,30.17,210
909,31.79,289
2370,32.11,761
454,39.87,181
867,32.41,281
9669,31.09,3006
843,38.91,328
1156,30.28,350
977,40.53,396
1609,31.7,510
1342,31.74,426
8026,30.91,2481
1247,31.52,393
13499,26.64,3596
255,56.08,143
2275,36.97,841
2392,33.4,799
1092,38.37,419
1096,39.23,430
566,30.04,170
1906,35.52,677
1999,39.72,794
2519,25.76,649
10259,30.87,3167
463,31.53,146
842,36.46,307
1613,33.04,533
2246,32.68,734
1375,36.44,501
1006,38.37,386
930,29.78,277
1204,29.82,359
1690,38.4,649
3408,29.17,994
1486,33.85,503
785,40.64,319
492,43.29,213
3694,33.11,1223
2630,32.05,843
757,34.08,258
380,33.42,127
13499,26.64,3596
1361,46.95,639
1041,39.96,416
859,25.73,221
786,33.46,263
1595,37.87,604
841,41.62,350
7218,40.15,2898
15876,33.18,5267
786,51.27,403
1138,34.62,394
4447,32.92,1464
1299,32.26,419
3307,30.15,997
1607,43.25,695
1739,33.41,581
4567,34.95,1596
987,37.08,366
1623,44.79,727
2594,32.73,849
1568,37.63,590
2321,29.56,686
1147,32.17,369
3075,39.38,1211
227,44.49,101
2816,35.69,1005
1001,31.37,314
1932,39.49,763
983,36.11,355
1709,35.58,608
2171,37.63,817
4154,33.63,1397
3162,37.54,1187
4541,33.89,1539
1378,36.14,498
6852,40.19,2754
10338,33.16,3428
1519,40.29,612
681,38.77,264
422,35.78,151
3756,38.34,1440
10542,28.81,3037
818,35.33,289
898,42.2,379
1081,40.33,436
846,31.91,270
1701,43.68,743
942,39.07,368
320,33.44,107
530,49.06,260
1511,38.85,587
3780,33.17,1254
1463,36.43,533
1562,41.87,654
3444,30.14,1038
7665,37.83,2900
334,50.3,168
1130,39.12,442
1472,35.46,522
778,43.96,342
295,42.37,125
1776,37.89,673
1564,39.64,620
814,55.53,452
2297,32.0,735
5342,29.95,1600
2836,31.84,903
266,46.99,125
16556,34.05,5637
1779,36.71,653
1846,40.68,751
737,40.03,295
3196,51.28,1639
2644,42.47,1123
930,49.14,457
5342,29.95,1600
2831,36.21,1025
602,38.04,229
347,60.52,210
1064,37.41,398
3431,38.65,1326
3152,34.84,1098
10133,22.88,2318
9627,36.37,3501
2051,30.57,627
2905,34.53,1003
1032,45.74,472
398,36.43,145
4455,36.63,1632
576,44.1,254
3481,41.97,1461
525,55.62,292
2303,33.96,782
1402,34.52,484
2067,35.17,727
7310,33.76,2468
1320,38.03,502
1352,42.53,575
2722,34.13,929
6282,32.38,2034
528,39.39,208
973,32.99,321
1928,32.47,626
613,41.44,254
539,49.35,266
4446,45.84,2038
2083,39.46,822
2509,38.94,977
1231,37.37,460
150,44.0,66
834,29.86,249
675,41.48,280
645,24.5,158
906,30.24,274
1944,34.72,675
4604,38.14,1756
4127,31.74,1310
851,41.13,350
2954,25.59,756
806,36.1,291
514,46.89,241
3851,30.64,1180
30654,33.29,10205
4437,26.23,1164
1782,34.51,615
27046,34.35,9291
859,32.71,281
475,46.11,219
3391,35.56,1206
604,41.72,252
1584,33.14,525
1795,38.05,683
921,36.37,335
652,42.94,280
2034,40.17,817
5338,37.95,2026
5426,33.97,1843
2133,32.72,698
206,63.11,130
5555,26.91,1495
1001,35.06,351
5198,34.15,1775
1260,30.63,386
495,40.4,200
2928,26.88,787
5356,31.48,1686
1757,35.52,624
989,39.33,389
1835,27.03,496
898,32.29,290
808,45.54,368
30654,33.29,10205
1912,47.59,910
323,47.06,152
1124,35.05,394
1218,39.74,484
1887,37.52,708
3043,18.21,554
1624,23.09,375
771,28.79,222
5164,35.4,1828
706,37.68,266
1938,32.97,639
3809,35.6,1356
806,44.79,361
4520,30.64,1385
567,41.09,233
1379,42.2,582
1793,31.18,559
164,46.95,77
2941,31.45,925
246,45.93,113
15895,22.46,3570
599,36.23,217
3284,32.4,1064
6292,27.4,1724
182,53.3,97
1577,35.32,557
998,35.47,354
1130,41.33,467
910,39.23,357
2132,24.44,521
2169,37.21,807
224,45.98,103
375,42.4,159
243,36.63,89
1366,28.99,396
1049,43.18,453
822,40.27,331
716,41.9,300
891,37.15,331
1062,36.25,385
430,41.63,179
2178,40.59,884
2124,23.45,498
3379,19.06,644
1366,28.99,396
545,31.19,170
2206,30.55,674
696,36.06,251
4714,25.24,1190
3441,26.33,906
357,35.01,125
3149,33.38,1051
603,34.49,208
327,32.11,105
952,26.16,249
2826,25.3,715
238,45.8,109
928,39.01,362
622,35.05,218
213,43.66,93
381,37.8,144
781,29.96,234
1250,27.04,338
1313,33.89,445
449,31.63,142
185,28.65,53
1465,26.76,392
648,36.11,234
2889,34.2,988
280,46.07,129
677,38.4,260
810,35.8,290
244,52.46,128
493,25.35,125
679,39.47,268
326,33.13,108
2788,32.39,903
758,51.32,389
417,28.54,119
754,35.94,271
7501,30.89,2317
986,28.7,283
173,41.62,72
679,31.96,217
1206,33.75,407
1199,34.36,412
675,31.85,215
1088,35.2,383
486,34.57,168
1641,29.25,480
6513,31.8,2071
861,48.78,420
330,33.94,112
880,31.82,280
2459,35.75,879
653,31.09,203
1108,33.57,372
249,34.54,86
576,31.77,183
1145,33.1,379
3561,31.2,1111
986,36.11,356
2544,34.59,880
2778,23.97,666
1391,34.8,484
624,38.3,239
272,36.4,99
787,36.85,290
11346,33.51,3802
1349,40.1,541
3543,37.76,1338
6305,30.91,1949
2800,33.0,924
580,35.0,203
2670,35.13,938
1112,28.6,318
1349,40.1,541
1488,24.19,360
583,41.85,244
1137,40.02,455
1604,35.66,572
1069,36.86,394
544,32.35,176
623,36.76,229
1227,34.07,418
4502,36.47,1642
504,29.37,148
364,31.59,115
552,33.51,185
8369,31.45,2632
1605,41.18,661
3274,28.92,947
11789,32.8,3867
18009,31.52,5676
2724,32.12,875
188,58.51,110
1897,37.64,714
2567,30.0,770
0,0.0,0
258,41.47,107
3469,30.41,1055
756,30.95,234
312,38.78,121
3725,36.48,1359
865,41.85,362
1115,29.78,332
3725,36.48,1359
1067,31.77,339
10732,35.92,3855
1016,35.14,357
759,24.9,189
1072,18.47,198
4329,27.77,1202
3085,27.88,860
1470,15.92,234
35295,41.85,14772
500,36.8,184
2098,36.61,768
300,41.0,123
14122,33.55,4738
2561,21.98,563
1538,29.52,454
1557,26.65,415
573,26.35,151
387,43.67,169
13534,38.21,5172
3498,34.13,1194
2683,28.25,758
1208,27.9,337
1330,25.11,334
3536,26.22,927
226,35.4,80
397,56.42,224
1867,27.05,505
5006,40.67,2036
965,32.85,317
1352,21.6,292
1194,28.22,337
377,47.75,180
3037,26.18,795
397,56.42,224
184,37.5,69
587,29.13,171
1509,25.98,392
1124,29.18,328
801,32.71,262
612,39.54,242
15664,34.63,5425
417,34.53,144
3646,29.79,1086
1817,26.42,480
1771,35.01,620
3487,31.66,1104
437,41.65,182
213,53.05,113
2643,36.02,952
265,49.06,130
1127,32.21,363
2391,28.19,674
2782,30.37,845
2738,26.04,713
2480,29.27,726
1308,36.01,471
802,35.16,282
1349,31.88,430
587,37.48,220
1587,40.26,639
1016,25.98,264
488,37.91,185
17580,35.81,6295
349,34.96,122
752,33.51,252
482,35.48,171
5200,25.44,1323
494,42.51,210
272,51.84,141
924,33.87,313
2537,32.12,815
355,41.13,146
3127,32.3,1010
802,34.91,280
556,37.77,210
1244,44.37,552
505,28.51,144
407,23.34,95
1936,28.31,548
2171,19.25,418
356,36.24,129
504,34.13,172
394,34.01,134
1999,26.36,527
3900,32.41,1264
1922,28.67,551
538,20.07,108
808,30.45,246
1102,26.95,297
937,34.04,319
1981,33.17,657
280,35.71,100
485,35.05,170
428,36.92,158
4338,31.51,1367
1085,39.82,432
2056,31.81,654
1099,23.93,263
3596,30.81,1108
1087,37.72,410
3026,26.8,811
316,33.23,105
725,37.24,270
0,0.0,0
383,28.72,110
1841,26.78,493
858,19.81,170
1415,31.66,448
592,32.77,194
864,31.71,274
686,29.88,205
497,28.97,144
2779,28.9,803
897,34.11,306
1222,29.46,360
685,40.88,280
623,23.6,147
882,43.76,386
5117,30.55,1563
314,44.59,140
521,31.09,162
1239,23.16,287
474,32.91,156
3120,27.05,844
2852,27.17,775
3727,27.37,1020
4186,30.27,1267
801,28.59,229
1800,30.44,548
401,42.89,172
324,30.86,100
281,25.98,73
800,36.0,288
1196,34.62,414
1682,31.33,527
8189,30.69,2513
2449,30.46,746
710,20.56,146
1276,24.29,310
504,33.53,169
553,28.93,160
801,34.71,278
1367,28.97,396
344,24.42,84
423,26.0,110
1071,27.08,290
256,28.91,74
3605,28.35,1022
5868,30.4,1784
565,47.61,269
3825,30.3,1159
353,42.49,150
209,37.32,78
2082,29.35,611
935,24.28,227
1563,31.99,500
422,19.91,84
634,37.22,236
411,40.63,167
370,25.68,95
1298,30.05,390
2036,25.74,524
3823,24.93,953
1677,24.87,417
1127,34.07,384
3115,29.79,928
316,25.63,81
540,36.48,197
1556,33.35,519
443,41.31,183
4321,28.67,1239
640,44.22,283
449,36.3,163
277,39.35,109
227,42.29,96
426,30.52,130
241,30.71,74
287,24.74,71
855,25.73,220
566,21.2,120
8882,32.79,2912
394,28.17,111
1558,27.54,429
326,40.18,131
617,37.44,231
1370,38.76,531
1682,32.7,550
320,26.56,85
374,31.55,118
7429,29.18,2168
1097,31.54,346
1375,31.78,437
2380,30.8,733
5731,31.57,1809
3354,26.36,884
2483,26.02,646
418,41.39,173
808,32.8,265
250,24.4,61
2979,30.72,915
2312,32.18,744
622,34.73,216
499,37.68,188
3134,31.01,972
349,39.26,137
3461,26.67,923
702,33.33,234
1186,36.51,433
776,31.7,246
1853,32.22,597
453,25.17,114
366,37.43,137
183,46.99,86
2927,26.82,785
2798,32.74,916
459,34.64,159
1243,18.66,232
223,40.81,91
877,37.17,326
1420,33.1,470
343,42.57,146
1594,23.09,368
1540,27.34,421
1209,30.52,369
549,30.97,170
24766,44.85,11108
1156,41.78,483
1638,35.29,578
3608,38.0,1371
23213,41.36,9601
39793,38.55,15339
2263,41.94,949
3892,39.52,1538
757,35.4,268
1514,46.1,698
363,28.37,103
1381,28.53,394
542,35.98,195
1535,36.68,563
1980,30.61,606
3339,37.41,1249
29948,41.96,12566
26047,48.01,12504
239,45.61,109
2241,25.26,566
3478,31.63,1100
170,40.0,68
9012,28.96,2610
2161,25.91,560
33032,40.99,13540
1845,40.49,747
407,33.17,135
383,26.37,101
41447,43.27,17933
1442,34.26,494
1769,29.68,525
3136,28.48,893
33374,34.63,11558
2521,41.85,1055
1202,30.45,366
1177,28.63,337
2050,27.85,571
1089,30.67,334
579,33.51,194
2799,25.9,725
695,26.62,185
486,42.59,207
473,16.7,79
674,26.71,180
568,34.68,197
1622,46.05,747
773,30.66,237
425,26.35,112
1271,38.79,493
647,33.23,215
827,35.79,296
341,31.38,107
4419,28.04,1239
1276,31.43,401
1315,18.86,248
721,42.16,304
941,32.84,309
952,18.38,175
4982,24.17,1204
705,31.77,224
716,15.78,113
591,29.78,176
566,30.21,171
651,30.88,201
517,33.66,174
2819,29.9,843
766,45.82,351
872,33.14,289
1555,39.81,619
895,38.99,349
342,40.06,137
3090,22.59,698
410,41.22,169
918,31.37,288
1328,17.32,230
386,40.16,155
712,34.27,244
885,28.7,254
543,26.89,146
333,30.03,100
449,28.29,127
597,27.97,167
267,31.46,84
299,19.4,58
349,22.64,79
392,45.92,180
335,33.43,112
330,30.91,102
475,29.26,139
1867,33.37,623
625,28.16,176
613,24.63,151
290,21.72,63
971,29.04,282
696,29.45,205
467,25.91,121
622,30.87,192
326,28.22,92
1093,27.36,299
561,22.28,125
1447,30.13,436
672,26.19,176
1718,20.08,345
269,27.88,75
418,20.1,84
373,24.93,93
367,25.89,95
276,25.0,69
1274,33.83,431
384,41.93,161
374,23.53,88
1951,28.29,552
191,31.41,60
6104,42.19,2575
