"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,37,"BGR","Bulgaria",24,"BGR","Bulgaria","BULGARIA","Bulgaria","Bulgaria",NA,"Eastern Rumelia",NA,"Bulgarie ","Bulgaria ","<U+0411><U+043E><U+043B><U+0433><U+0430><U+0440><U+0438><U+044F> ","<U+0628><U+0644><U+063A><U+0627><U+0631><U+064A><U+0627>","<U+4FDD><U+52A0><U+5229><U+4E9A> ",NA,NA,"Bulgaria","BG",NA,"BU",100,"19410101","Present",7949331,110801.5,71.7438933588444,"Eastern Europe","Europe",2,NA,1,NA,"Europe & Central Asia","Lower middle income","Severely indebted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
