crumbs,turnout,url,id
"['Österreich', 'Kärnten', 'Kärnten Ost', 'Sankt Veit an der Glan', 'Althofen']",42.9,https://bundeswahlen.gv.at/2019_2/20501.html,20501
"['Österreich', 'Niederösterreich', 'Niederösterreich Mitte', 'Sankt Pölten Land', 'Altlengbach']",55.1,https://bundeswahlen.gv.at/2019_2/31901.html,31901
"['Österreich', 'Niederösterreich', 'Weinviertel', 'Mistelbach', 'Altlichtenwarth']",57.9,https://bundeswahlen.gv.at/2019_2/31601.html,31601
"['Österreich', 'Niederösterreich', 'Waldviertel', 'Zwettl', 'Altmelon']",65.0,https://bundeswahlen.gv.at/2019_2/32519.html,32519
"['Österreich', 'Oberösterreich', 'Traunviertel', 'Gmunden', 'Altmünster']",55.2,https://bundeswahlen.gv.at/2019_2/40701.html,40701
"['Österreich', 'Oberösterreich', 'Innviertel', 'Schärding', 'Altschwendt']",62.2,https://bundeswahlen.gv.at/2019_2/41401.html,41401
"['Österreich', 'Niederösterreich', 'Waldviertel', 'Gmünd', 'Amaliendorf-Aalfang']",52.4,https://bundeswahlen.gv.at/2019_2/30902.html,30902
"['Österreich', 'Tirol', 'Osttirol', 'Lienz', 'Amlach']",42.4,https://bundeswahlen.gv.at/2019_2/70703.html,70703
"['Österreich', 'Tirol', 'Innsbruck-Land', 'Innsbruck-Land', 'Ampass']",52.7,https://bundeswahlen.gv.at/2019_2/70303.html,70303
"['Österreich', 'Oberösterreich', 'Hausruckviertel', 'Vöcklabruck', 'Ampflwang im Hausruckwald']",55.0,https://bundeswahlen.gv.at/2019_2/41701.html,41701
"['Österreich', 'Niederösterreich', 'Mostviertel', 'Amstetten', 'Amstetten']",57.2,https://bundeswahlen.gv.at/2019_2/30502.html,30502
"['Österreich', 'Burgenland', 'Burgenland Nord', 'Neusiedl am See', 'Andau']",60.7,https://bundeswahlen.gv.at/2019_2/10701.html,10701
"['Österreich', 'Vorarlberg', 'Vorarlberg Nord', 'Bregenz', 'Andelsbuch']",49.6,https://bundeswahlen.gv.at/2019_2/80202.html,80202
"['Österreich', 'Niederösterreich', 'Niederösterreich Ost', 'Gänserndorf', 'Andlersdorf']",52.9,https://bundeswahlen.gv.at/2019_2/30802.html,30802
"['Österreich', 'Oberösterreich', 'Innviertel', 'Schärding', 'Andorf']",56.6,https://bundeswahlen.gv.at/2019_2/41402.html,41402
"['Österreich', 'Oberösterreich', 'Innviertel', 'Ried im Innkreis', 'Andrichsfurt']",49.3,https://bundeswahlen.gv.at/2019_2/41201.html,41201
"['Österreich', 'Tirol', 'Unterland', 'Kufstein', 'Angath']",45.2,https://bundeswahlen.gv.at/2019_2/70502.html,70502
"['Österreich', 'Steiermark', 'Oststeiermark', 'Weiz', 'Anger']",52.3,https://bundeswahlen.gv.at/2019_2/61756.html,61756
"['Österreich', 'Tirol', 'Unterland', 'Kufstein', 'Angerberg']",53.1,https://bundeswahlen.gv.at/2019_2/70528.html,70528
"['Österreich', 'Niederösterreich', 'Niederösterreich Ost', 'Gänserndorf', 'Angern an der March']",61.3,https://bundeswahlen.gv.at/2019_2/30803.html,30803
"['Österreich', 'Salzburg', 'Flachgau/Tennengau', 'Salzburg-Umgebung', 'Anif']",50.0,https://bundeswahlen.gv.at/2019_2/50301.html,50301
"['Österreich', 'Niederösterreich', 'Niederösterreich Mitte', 'Lilienfeld', 'Annaberg']",54.0,https://bundeswahlen.gv.at/2019_2/31401.html,31401
"['Österreich', 'Salzburg', 'Flachgau/Tennengau', 'Hallein', 'Annaberg-Lungötz']",54.2,https://bundeswahlen.gv.at/2019_2/50203.html,50203
"['Österreich', 'Tirol', 'Osttirol', 'Lienz', 'Anras']",48.9,https://bundeswahlen.gv.at/2019_2/70704.html,70704
"['Österreich', 'Oberösterreich', 'Linz und Umgebung', 'Linz-Land', 'Ansfelden']",48.2,https://bundeswahlen.gv.at/2019_2/41002.html,41002
"['Österreich', 'Burgenland', 'Burgenland Nord', 'Mattersburg', 'Antau']",65.5,https://bundeswahlen.gv.at/2019_2/10616.html,10616
"['Österreich', 'Salzburg', 'Flachgau/Tennengau', 'Salzburg-Umgebung', 'Anthering']",53.6,https://bundeswahlen.gv.at/2019_2/50302.html,50302
"['Österreich', 'Oberösterreich', 'Innviertel', 'Ried im Innkreis', 'Antiesenhofen']",45.6,https://bundeswahlen.gv.at/2019_2/41202.html,41202
"['Österreich', 'Burgenland', 'Burgenland Nord', 'Neusiedl am See', 'Apetlon']",56.3,https://bundeswahlen.gv.at/2019_2/10702.html,10702
"['Österreich', 'Niederösterreich', 'Waldviertel', 'Zwettl', 'Arbesbach']",66.1,https://bundeswahlen.gv.at/2019_2/32502.html,32502
"['Österreich', 'Oberösterreich', 'Mühlviertel', 'Perg', 'Arbing']",57.4,https://bundeswahlen.gv.at/2019_2/41102.html,41102
"['Österreich', 'Niederösterreich', 'Mostviertel', 'Amstetten', 'Ardagger']",66.6,https://bundeswahlen.gv.at/2019_2/30503.html,30503
"['Österreich', 'Steiermark', 'Obersteiermark', 'Liezen', 'Ardning']",50.6,https://bundeswahlen.gv.at/2019_2/61206.html,61206
"['Österreich', 'Steiermark', 'Weststeiermark', 'Leibnitz', 'Arnfels']",48.7,https://bundeswahlen.gv.at/2019_2/61002.html,61002
"['Österreich', 'Kärnten', 'Villach', 'Villach-Land', 'Arnoldstein']",46.0,https://bundeswahlen.gv.at/2019_2/20702.html,20702
"['Österreich', 'Oberösterreich', 'Mühlviertel', 'Rohrbach', 'Arnreit']",65.0,https://bundeswahlen.gv.at/2019_2/41305.html,41305
"['Österreich', 'Kärnten', 'Villach', 'Villach-Land', 'Arriach']",39.9,https://bundeswahlen.gv.at/2019_2/20703.html,20703
"['Österreich', 'Niederösterreich', 'Mostviertel', 'Melk', 'Artstetten-Pöbring']",63.0,https://bundeswahlen.gv.at/2019_2/31502.html,31502
"['Österreich', 'Tirol', 'Oberland', 'Imst', 'Arzl im Pitztal']",42.2,https://bundeswahlen.gv.at/2019_2/70201.html,70201
"['Österreich', 'Oberösterreich', 'Hausruckviertel', 'Eferding', 'Aschach an der Donau']",54.1,https://bundeswahlen.gv.at/2019_2/40502.html,40502
"['Österreich', 'Oberösterreich', 'Traunviertel', 'Steyr-Land', 'Aschach an der Steyr']",60.3,https://bundeswahlen.gv.at/2019_2/41502.html,41502
"['Österreich', 'Tirol', 'Innsbruck-Land', 'Schwaz', 'Aschau im Zillertal']",32.3,https://bundeswahlen.gv.at/2019_2/70902.html,70902
"['Österreich', 'Niederösterreich', 'Mostviertel', 'Amstetten', 'Aschbach-Markt']",55.7,https://bundeswahlen.gv.at/2019_2/30504.html,30504
"['Österreich', 'Oberösterreich', 'Innviertel', 'Braunau am Inn', 'Aspach']",44.0,https://bundeswahlen.gv.at/2019_2/40402.html,40402
"['Österreich', 'Niederösterreich', 'Niederösterreich Süd', 'Neunkirchen', 'Aspang-Markt']",57.5,https://bundeswahlen.gv.at/2019_2/31802.html,31802
"['Österreich', 'Niederösterreich', 'Niederösterreich Süd', 'Neunkirchen', 'Aspangberg-St. Peter']",59.3,https://bundeswahlen.gv.at/2019_2/31803.html,31803
"['Österreich', 'Niederösterreich', 'Weinviertel', 'Mistelbach', 'Asparn an der Zaya']",64.2,https://bundeswahlen.gv.at/2019_2/31603.html,31603
"['Österreich', 'Niederösterreich', 'Niederösterreich Mitte', 'Sankt Pölten Land', 'Asperhofen']",58.7,https://bundeswahlen.gv.at/2019_2/31902.html,31902
"['Österreich', 'Tirol', 'Osttirol', 'Lienz', 'Assling']",51.8,https://bundeswahlen.gv.at/2019_2/70705.html,70705
"['Österreich', 'Oberösterreich', 'Linz und Umgebung', 'Linz-Land', 'Asten']",50.4,https://bundeswahlen.gv.at/2019_2/41003.html,41003
"['Österreich', 'Oberösterreich', 'Hausruckviertel', 'Vöcklabruck', 'Attersee am Attersee']",55.8,https://bundeswahlen.gv.at/2019_2/41702.html,41702
"['Österreich', 'Oberösterreich', 'Hausruckviertel', 'Vöcklabruck', 'Attnang-Puchheim']",45.6,https://bundeswahlen.gv.at/2019_2/41703.html,41703
"['Österreich', 'Oberösterreich', 'Hausruckviertel', 'Vöcklabruck', 'Atzbach']",61.2,https://bundeswahlen.gv.at/2019_2/41704.html,41704
"['Österreich', 'Niederösterreich', 'Niederösterreich Mitte', 'Tulln', 'Atzenbrugg']",61.4,https://bundeswahlen.gv.at/2019_2/32104.html,32104
"['Österreich', 'Oberösterreich', 'Mühlviertel', 'Rohrbach', 'Atzesberg']",66.6,https://bundeswahlen.gv.at/2019_2/41306.html,41306
"['Österreich', 'Vorarlberg', 'Vorarlberg Nord', 'Bregenz', 'Au']",42.7,https://bundeswahlen.gv.at/2019_2/80203.html,80203
"['Österreich', 'Niederösterreich', 'Niederösterreich Ost', 'Bruck an der Leitha', 'Au am Leithaberge']",59.3,https://bundeswahlen.gv.at/2019_2/30701.html,30701
"['Österreich', 'Oberösterreich', 'Mühlviertel', 'Rohrbach', 'Auberg']",61.1,https://bundeswahlen.gv.at/2019_2/41307.html,41307
"['Österreich', 'Oberösterreich', 'Innviertel', 'Braunau am Inn', 'Auerbach']",58.7,https://bundeswahlen.gv.at/2019_2/40403.html,40403
"['Österreich', 'Niederösterreich', 'Niederösterreich Ost', 'Gänserndorf', 'Auersthal']",62.0,https://bundeswahlen.gv.at/2019_2/30804.html,30804
"['Österreich', 'Oberösterreich', 'Hausruckviertel', 'Vöcklabruck', 'Aurach am Hongar']",56.0,https://bundeswahlen.gv.at/2019_2/41705.html,41705
"['Österreich', 'Tirol', 'Unterland', 'Kitzbühel', 'Aurach bei Kitzbühel']",41.7,https://bundeswahlen.gv.at/2019_2/70401.html,70401
"['Österreich', 'Oberösterreich', 'Innviertel', 'Ried im Innkreis', 'Aurolzmünster']",43.9,https://bundeswahlen.gv.at/2019_2/41203.html,41203
"['Österreich', 'Tirol', 'Osttirol', 'Lienz', 'Außervillgraten']",53.4,https://bundeswahlen.gv.at/2019_2/70706.html,70706
"['Österreich', 'Tirol', 'Innsbruck-Land', 'Innsbruck-Land', 'Axams']",45.7,https://bundeswahlen.gv.at/2019_2/70304.html,70304
"['Österreich', 'Tirol', 'Oberland', 'Reutte', 'Bach']",46.3,https://bundeswahlen.gv.at/2019_2/70801.html,70801
"['Österreich', 'Oberösterreich', 'Hausruckviertel', 'Wels-Land', 'Bachmanning']",60.0,https://bundeswahlen.gv.at/2019_2/41802.html,41802
"['Österreich', 'Steiermark', 'Obersteiermark', 'Liezen', 'Bad Aussee']",44.0,https://bundeswahlen.gv.at/2019_2/61207.html,61207
"['Österreich', 'Kärnten', 'Villach', 'Villach-Land', 'Bad Bleiberg']",41.5,https://bundeswahlen.gv.at/2019_2/20705.html,20705
"['Österreich', 'Steiermark', 'Oststeiermark', 'Hartberg-Fürstenfeld', 'Bad Blumau']",55.8,https://bundeswahlen.gv.at/2019_2/62202.html,62202
"['Österreich', 'Niederösterreich', 'Niederösterreich Ost', 'Bruck an der Leitha', 'Bad Deutsch-Altenburg']",55.6,https://bundeswahlen.gv.at/2019_2/30702.html,30702
"['Österreich', 'Niederösterreich', 'Niederösterreich Süd', 'Wiener Neustadt Land', 'Bad Erlach']",57.8,https://bundeswahlen.gv.at/2019_2/32306.html,32306
"['Österreich', 'Niederösterreich', 'Niederösterreich Süd', 'Wiener Neustadt Land', 'Bad Fischau-Brunn']",63.5,https://bundeswahlen.gv.at/2019_2/32301.html,32301
"['Österreich', 'Salzburg', 'Lungau/Pinzgau/Pongau', 'Sankt Johann im Pongau', 'Bad Gastein']",43.3,https://bundeswahlen.gv.at/2019_2/50403.html,50403
"['Österreich', 'Steiermark', 'Oststeiermark', 'Südoststeiermark', 'Bad Gleichenberg']",40.4,https://bundeswahlen.gv.at/2019_2/62375.html,62375
"['Österreich', 'Oberösterreich', 'Traunviertel', 'Gmunden', 'Bad Goisern am Hallstättersee']",46.5,https://bundeswahlen.gv.at/2019_2/40702.html,40702
"['Österreich', 'Niederösterreich', 'Waldviertel', 'Gmünd', 'Bad Großpertholz']",56.2,https://bundeswahlen.gv.at/2019_2/30910.html,30910
"['Österreich', 'Oberösterreich', 'Traunviertel', 'Steyr-Land', 'Bad Hall']",46.4,https://bundeswahlen.gv.at/2019_2/41503.html,41503
"['Österreich', 'Tirol', 'Unterland', 'Kufstein', 'Bad Häring']",51.1,https://bundeswahlen.gv.at/2019_2/70503.html,70503
"['Österreich', 'Salzburg', 'Lungau/Pinzgau/Pongau', 'Sankt Johann im Pongau', 'Bad Hofgastein']",45.1,https://bundeswahlen.gv.at/2019_2/50402.html,50402
"['Österreich', 'Oberösterreich', 'Traunviertel', 'Gmunden', 'Bad Ischl']",46.4,https://bundeswahlen.gv.at/2019_2/40703.html,40703
"['Österreich', 'Kärnten', 'Kärnten West', 'Spittal an der Drau', 'Bad Kleinkirchheim']",40.1,https://bundeswahlen.gv.at/2019_2/20601.html,20601
"['Österreich', 'Oberösterreich', 'Mühlviertel', 'Perg', 'Bad Kreuzen']",50.6,https://bundeswahlen.gv.at/2019_2/41108.html,41108
"['Österreich', 'Oberösterreich', 'Mühlviertel', 'Urfahr-Umgebung', 'Bad Leonfelden']",57.4,https://bundeswahlen.gv.at/2019_2/41603.html,41603
"['Österreich', 'Steiermark', 'Obersteiermark', 'Liezen', 'Bad Mitterndorf']",38.3,https://bundeswahlen.gv.at/2019_2/61255.html,61255
"['Österreich', 'Niederösterreich', 'Niederösterreich Ost', 'Gänserndorf', 'Bad Pirawarth']",59.0,https://bundeswahlen.gv.at/2019_2/30805.html,30805
"['Österreich', 'Steiermark', 'Oststeiermark', 'Südoststeiermark', 'Bad Radkersburg']",43.6,https://bundeswahlen.gv.at/2019_2/62376.html,62376
"['Österreich', 'Burgenland', 'Burgenland Nord', 'Mattersburg', 'Bad Sauerbrunn']",61.1,https://bundeswahlen.gv.at/2019_2/10611.html,10611
"['Österreich', 'Oberösterreich', 'Hausruckviertel', 'Grieskirchen', 'Bad Schallerbach']",50.2,https://bundeswahlen.gv.at/2019_2/40802.html,40802
"['Österreich', 'Niederösterreich', 'Niederösterreich Süd', 'Wiener Neustadt Land', 'Bad Schönau']",60.7,https://bundeswahlen.gv.at/2019_2/32302.html,32302
"['Österreich', 'Kärnten', 'Kärnten Ost', 'Wolfsberg', 'Bad St. Leonhard im Lavanttal']",40.6,https://bundeswahlen.gv.at/2019_2/20901.html,20901
"['Österreich', 'Burgenland', 'Burgenland Süd', 'Oberwart', 'Bad Tatzmannsdorf']",57.1,https://bundeswahlen.gv.at/2019_2/10901.html,10901
"['Österreich', 'Niederösterreich', 'Waldviertel', 'Zwettl', 'Bad Traunstein']",63.4,https://bundeswahlen.gv.at/2019_2/32528.html,32528
"['Österreich', 'Salzburg', 'Flachgau/Tennengau', 'Hallein', 'Bad Vigaun']",53.3,https://bundeswahlen.gv.at/2019_2/50213.html,50213
"['Österreich', 'Niederösterreich', 'Thermenregion', 'Baden', 'Bad Vöslau']",58.7,https://bundeswahlen.gv.at/2019_2/30603.html,30603
"['Österreich', 'Steiermark', 'Oststeiermark', 'Hartberg-Fürstenfeld', 'Bad Waltersdorf']",53.5,https://bundeswahlen.gv.at/2019_2/62264.html,62264
"['Österreich', 'Oberösterreich', 'Hausruckviertel', 'Wels-Land', 'Bad Wimsbach-Neydharting']",59.7,https://bundeswahlen.gv.at/2019_2/41803.html,41803
"['Österreich', 'Oberösterreich', 'Mühlviertel', 'Freistadt', 'Bad Zell']",60.5,https://bundeswahlen.gv.at/2019_2/40627.html,40627
"['Österreich', 'Niederösterreich', 'Thermenregion', 'Baden', 'Baden']",58.2,https://bundeswahlen.gv.at/2019_2/30604.html,30604
"['Österreich', 'Burgenland', 'Burgenland Süd', 'Oberwart', 'Badersdorf']",61.7,https://bundeswahlen.gv.at/2019_2/10931.html,10931
"['Österreich', 'Kärnten', 'Kärnten West', 'Spittal an der Drau', 'Baldramsdorf']",39.8,https://bundeswahlen.gv.at/2019_2/20602.html,20602
"['Österreich', 'Steiermark', 'Weststeiermark', 'Voitsberg', 'Bärnbach']",43.0,https://bundeswahlen.gv.at/2019_2/61626.html,61626
"['Österreich', 'Niederösterreich', 'Waldviertel', 'Zwettl', 'Bärnkopf']",63.0,https://bundeswahlen.gv.at/2019_2/32503.html,32503
"['Österreich', 'Vorarlberg', 'Vorarlberg Süd', 'Bludenz', 'Bartholomäberg']",46.6,https://bundeswahlen.gv.at/2019_2/80101.html,80101
"['Österreich', 'Burgenland', 'Burgenland Nord', 'Mattersburg', 'Baumgarten']",66.3,https://bundeswahlen.gv.at/2019_2/10617.html,10617
"['Österreich', 'Oberösterreich', 'Mühlviertel', 'Perg', 'Baumgartenberg']",56.5,https://bundeswahlen.gv.at/2019_2/41103.html,41103
"['Österreich', 'Tirol', 'Innsbruck-Land', 'Innsbruck-Land', 'Baumkirchen']",51.0,https://bundeswahlen.gv.at/2019_2/70305.html,70305
"['Österreich', 'Niederösterreich', 'Mostviertel', 'Amstetten', 'Behamberg']",67.4,https://bundeswahlen.gv.at/2019_2/30506.html,30506
"['Österreich', 'Niederösterreich', 'Niederösterreich Ost', 'Bruck an der Leitha', 'Berg']",69.8,https://bundeswahlen.gv.at/2019_2/30703.html,30703
"['Österreich', 'Oberösterreich', 'Hausruckviertel', 'Vöcklabruck', 'Berg im Attergau']",62.4,https://bundeswahlen.gv.at/2019_2/41706.html,41706
"['Österreich', 'Kärnten', 'Kärnten West', 'Spittal an der Drau', 'Berg im Drautal']",44.6,https://bundeswahlen.gv.at/2019_2/20603.html,20603
"['Österreich', 'Niederösterreich', 'Waldviertel', 'Krems(Land)', 'Bergern im Dunkelsteinerwald']",61.5,https://bundeswahlen.gv.at/2019_2/31303.html,31303
"['Österreich', 'Salzburg', 'Flachgau/Tennengau', 'Salzburg-Umgebung', 'Bergheim']",55.6,https://bundeswahlen.gv.at/2019_2/50303.html,50303
"['Österreich', 'Niederösterreich', 'Mostviertel', 'Melk', 'Bergland']",64.5,https://bundeswahlen.gv.at/2019_2/31503.html,31503
"['Österreich', 'Niederösterreich', 'Thermenregion', 'Baden', 'Berndorf']",55.0,https://bundeswahlen.gv.at/2019_2/30605.html,30605
"['Österreich', 'Salzburg', 'Flachgau/Tennengau', 'Salzburg-Umgebung', 'Berndorf bei Salzburg']",46.9,https://bundeswahlen.gv.at/2019_2/50304.html,50304
"['Österreich', 'Niederösterreich', 'Weinviertel', 'Mistelbach', 'Bernhardsthal']",57.3,https://bundeswahlen.gv.at/2019_2/31604.html,31604
"['Österreich', 'Burgenland', 'Burgenland Süd', 'Oberwart', 'Bernstein']",62.9,https://bundeswahlen.gv.at/2019_2/10902.html,10902
"['Österreich', 'Tirol', 'Oberland', 'Reutte', 'Berwang']",55.9,https://bundeswahlen.gv.at/2019_2/70802.html,70802
"['Österreich', 'Vorarlberg', 'Vorarlberg Nord', 'Bregenz', 'Bezau']",44.1,https://bundeswahlen.gv.at/2019_2/80204.html,80204
"['Österreich', 'Niederösterreich', 'Mostviertel', 'Amstetten', 'Biberbach']",68.6,https://bundeswahlen.gv.at/2019_2/30507.html,30507
"['Österreich', 'Tirol', 'Oberland', 'Reutte', 'Biberwier']",46.5,https://bundeswahlen.gv.at/2019_2/70803.html,70803
"['Österreich', 'Tirol', 'Oberland', 'Reutte', 'Bichlbach']",50.6,https://bundeswahlen.gv.at/2019_2/70804.html,70804
"['Österreich', 'Niederösterreich', 'Thermenregion', 'Mödling', 'Biedermannsdorf']",61.0,https://bundeswahlen.gv.at/2019_2/31702.html,31702
"['Österreich', 'Burgenland', 'Burgenland Süd', 'Güssing', 'Bildein']",77.9,https://bundeswahlen.gv.at/2019_2/10426.html,10426
"['Österreich', 'Vorarlberg', 'Vorarlberg Nord', 'Bregenz', 'Bildstein']",45.9,https://bundeswahlen.gv.at/2019_2/80205.html,80205
"['Österreich', 'Tirol', 'Innsbruck-Land', 'Innsbruck-Land', 'Birgitz']",52.3,https://bundeswahlen.gv.at/2019_2/70306.html,70306
"['Österreich', 'Steiermark', 'Oststeiermark', 'Weiz', 'Birkfeld ']",48.3,https://bundeswahlen.gv.at/2019_2/61757.html,61757
"['Österreich', 'Niederösterreich', 'Weinviertel', 'Korneuburg', 'Bisamberg']",61.9,https://bundeswahlen.gv.at/2019_2/31201.html,31201
"['Österreich', 'Salzburg', 'Lungau/Pinzgau/Pongau', 'Sankt Johann im Pongau', 'Bischofshofen']",48.6,https://bundeswahlen.gv.at/2019_2/50404.html,50404
"['Österreich', 'Niederösterreich', 'Mostviertel', 'Melk', 'Bischofstetten']",70.0,https://bundeswahlen.gv.at/2019_2/31504.html,31504
"['Österreich', 'Vorarlberg', 'Vorarlberg Nord', 'Bregenz', 'Bizau']",46.1,https://bundeswahlen.gv.at/2019_2/80206.html,80206
